string,int,int,int,,,string,,,,,string,string,string,float,float,float,,,int,float,float,float,float,int,int,int,int,int,int,int,int[3],int[3],int,int,,int,float,int,int;int,rate;rate,,,,rate,,,,,int,int,int,int,int,int,int,rate,int,rate,int,,int,,,,,,,,,,,,,,,bool,,
狼窟老妖,20781,2309,1,0.0,,,,,,,,,,160,140,350,140,0,0,0,60,80,0.6,30,26550,239,202,250,182,56,"0,0,0","52,52,52",1650.0,,0,3000.0,0.4,30.0,"4,11,65,403,408,44,51,303,431","0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2",0.0,,,0.5,0.01,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
小二郎,20782,2022,1,0.0,,,,,,,,,,160,100,200,100,0,0,0,40,60,0.5,30,850,239,202,150,182,56,"0,0,0","10,10,10",1350.0,60.0,0,110.0,0.4,30.0,"44,51,303,430","0.004,0.004,0.004,0.0006",0.0,,,0.4,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
独兽,20783,2023,1,0.0,,,,,,,,,,160,100,200,100,0,0,0,40,60,0.5,32,927,261,220,169,192,61,"0,0,0","11,11,11",1536.0,64.0,0,110.0,0.4,32.0,"113,149,167,433","0.004,0.004,0.004,0.008",0.0,,,0.4,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
虎头人,20784,2025,1,0.0,,,,,,,,,,160,100,200,100,0,0,0,40,60,1.0,34,1019,287,242,96,204,67,"0,0,0","12,12,12",1734.0,68.0,0,120.0,0.4,34.0,"115,151,169,103,431","0.004,0.004,0.004,0.004,0.0003",0.0,,,0.4,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
朋蛇,20785,2026,1,0.0,,,,,,,,,,160,100,200,100,0,0,0,40,60,0.5,33,973,274,231,180,198,64,"0,0,0","12,12,12",1633.5,66.0,0,120.0,0.4,33.0,"114,150,168,24,433","0.004,0.004,0.004,0.004,0.008",0.0,,,0.3,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
黑骑,20786,2028,1,0.0,,,,,,,,,,160,100,200,100,0,0,0,50,60,0.5,38,1215,342,289,241,227,80,"0,0,0","14,14,14",2166.0,76.0,0,130.0,0.4,38.0,"69,12,310,431","0.004,0.004,0.004,0.0003",0.0,,,0.3,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
巫支祁,20787,2030,1,0.0,,,,,,,,,,160,100,200,100,0,0,0,40,60,0.5,40,1320,371,314,270,239,87,"0,0,0","16,16,16",2400.0,80.0,0,140.0,0.4,40.0,"45,432,25,2109","0.002,0.008,0.002,0.001",0.0,,,0.3,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
巫支岐,20788,2031,1,0.0,,,,,,,,,,160,100,200,100,0,0,0,40,60,0.5,42,1429,402,339,300,252,94,"0,0,0","18,18,18",2646.0,84.0,0,150.0,0.4,42.0,"116,152,170,304,2110","0.002,0.002,0.002,0.002,0.001",0.0,,,0.3,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
紫晶怪,20789,2073,1,0.0,,,,,,,,,,160,100,200,0,0,0,0,30,50,0.75,1,65,18,49,4,16,4,"0,0,5","0,0,0",30.0,2.0,0,15.0,0.5,1.0,"401,41,48,412,413","0.01,0.01,0.01,0.02,0.01",0.0,,,0.3,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
花狸鼠,20790,2074,1,0.0,,,,,,,,,,160,100,200,0,0,0,0,30,60,1.2,4,126,35,62,5,30,8,"0,0,5","0,0,0",45.0,8.0,0,30.0,0.5,4.0,"401,101,105,106,123,124,159,160","0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01",0.0,,,0.3,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
紫水妖,20791,2041,1,0.0,,,,,,,,,,160,100,200,0,2,0,0,30,60,0.5,6,175,49,70,19,42,11,"0,0,0","0,0,0",60.0,12.0,0,45.0,0.5,6.0,"406,105,106,123,124,159,160","0.01,0.01,0.01,0.01,0.01,0.01,0.01",0.0,,,0.3,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
蓬尾玄狐,20792,2038,1,0.0,,,,,,,,,,160,100,200,0,0,0,0,30,60,0.5,8,231,65,79,27,56,15,"0,0,0","0,0,0",96.0,16.0,0,45.0,0.5,8.0,"401,2,9,16,517,307","0.01,0.01,0.01,0.01,0.008,0.01",0.0,,,0.3,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
阿灵,20793,2042,1,0.0,,,,,,,,,,160,100,200,0,0,0,0,40,60,0.5,10,293,83,89,35,71,19,"0,0,0","0,0,0",150.0,20.0,0,60.0,0.5,10.0,"406,42,49,107,125,161,301","0.01,0.01,0.01,0.01,0.01,0.01,0.01",0.0,,,0.3,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
长尾妖鸡,20794,2040,1,0.0,,,,,,,,,,160,100,200,0,0,0,0,40,60,0.5,13,400,113,104,52,97,26,"0,0,0","2,2,2",253.5,26.0,0,75.0,0.5,13.0,"407,108,109,126,127,162,163","0.01,0.01,0.01,0.01,0.01,0.01,0.01",0.0,,,0.3,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
黑翰赤,20795,2018,1,0.0,,,,,,,,,,160,100,200,0,0,0,0,40,80,0.6,12,363,102,98,38,88,24,"0,0,0","1,1,1",216.0,24.0,0,75.0,0.5,12.0,"402,107,125,161","0.01,0.01,0.01,0.01",0.0,,,0.3,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
凤羽妖鸡,20796,2338,1,0.0,,,,,,,,,,160,140,350,140,0,0,0,60,60,0.5,18,16500,149,125,151,128,35,"0,0,0","29,29,29",486.0,,0,1800.0,0.5,18.0,"3,10,17,402,407,102,308,431","0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2",0.0,,,0.5,0.01,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
妖台,20797,2020,1,0.0,,,,,,,,,,160,100,200,100,0,0,0,40,60,0.5,15,480,135,114,65,116,32,"0,0,0","2,2,2",337.5,30.0,0,75.0,0.5,15.0,"402,108,109,126,127,162,163","0.01,0.01,0.01,0.01,0.01,0.01,0.01",0.0,,,0.4,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
九尾狐狸,20798,2037,1,0.0,,,,,,,,,,160,100,200,100,0,0,0,40,60,0.5,18,528,149,125,75,128,35,"0,0,0","4,4,4",486.0,36.0,0,87.5,0.5,18.0,"407,3,10,17,102,308,431","0.01,0.009,0.009,0.009,0.01,0.008,0.0006",0.0,,,0.4,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
水晶雉鸡,20799,2039,1,0.0,,,,,,,,,,160,100,200,100,0,0,0,40,60,0.5,20,560,158,133,83,135,37,"0,0,0","5,5,5",600.0,40.0,0,87.5,0.5,20.0,"402,43,50,302","0.01,0.012,0.012,0.008",0.0,,,0.4,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
血狱妖火,20800,2008,1,0.0,,,,,,,,,,160,100,200,100,0,0,0,30,60,0.5,21,576,162,137,87,139,38,"0,10,0","6,6,6",661.5,42.0,0,100.0,0.5,21.0,"407,110,128,164,431","0.01,0.01,0.01,0.01,0.0006",0.0,,,0.4,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
嗜血虫,20801,2015,1,0.0,,,,,,,,,,160,100,200,100,0,0,0,30,60,0.5,23,632,178,150,99,148,41,"0,0,0","6,6,6",793.5,46.0,0,100.0,0.5,23.0,"407,111,112,129","0.01,0.01,0.01,0.01",0.0,,,0.4,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
甲骨怪,20802,2044,1,0.0,,,,,,,,,,160,100,200,100,0,0,0,30,60,0.5,25,691,194,164,112,158,45,"0,0,0","8,8,8",937.5,50.0,0,112.5,0.5,25.0,"402,130,165,166,56,309,267","0.01,0.01,0.01,0.01,0.01,0.006,0.01",0.0,,,0.4,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
石林护兽,20803,2045,1,0.0,,,,,,,,,,160,100,200,100,0,0,0,40,75,0.5,27,753,212,179,126,167,49,"0,0,0","8,8,8",1093.5,54.0,0,125.0,0.5,27.0,"4,11,19,430,431","0.003,0.003,0.003,0.0006,0.0003",0.0,,,0.4,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
天毒,20804,2027,1,0.0,,,,,,,,,,160,100,200,100,0,0,0,30,60,0.5,22,604,170,143,93,144,40,"0,0,0","6,6,6",726.0,44.0,0,100.0,0.5,22.0,"402,110,128,164","0.01,0.012,0.012,0.012",0.0,,,0.4,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
妖狐灵灵,20805,2340,1,0.0,,,,,,,,,,160,140,350,140,0,0,0,60,60,0.5,23,19760,178,150,198,148,41,"0,0,0","37,37,37",793.5,,0,2300.0,0.5,23.0,"43,50,402,407,111,112,129,431","0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2",0.0,,,0.5,0.01,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
血池鬼道,20806,2339,1,0.0,,,,,,,,,,160,140,350,140,0,0,0,60,60,0.5,30,26550,239,202,300,182,56,"0,0,0","52,52,52",1350.0,,0,3000.0,0.4,30.0,"4,11,19,403,408,44,51,303,431","0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2",0.0,,,0.5,0.01,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
髑兽,20807,2024,1,0.0,,,,,,,,,,160,100,200,100,0,0,0,40,60,0.5,30,850,239,202,150,182,56,"0,0,0","10,10,10",1350.0,60.0,0,110.0,0.4,30.0,"44,51,303,430","0.004,0.004,0.004,0.0006",0.0,,,0.4,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
烽骑,20808,2029,1,0.0,,,,,,,,,,160,100,200,100,0,0,0,50,60,0.5,32,927,261,220,169,192,61,"0,0,0","11,11,11",1536.0,64.0,0,143.0,0.4,32.0,"113,131,167,433","0.004,0.004,0.004,0.008",0.0,,,0.4,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
骊野,20809,2043,1,0.0,,,,,,,,,,160,100,200,100,0,0,0,50,60,0.5,34,1019,287,242,191,204,67,"0,0,0","12,12,12",1734.0,68.0,0,148.0,0.4,34.0,"115,133,169,103,431","0.004,0.004,0.004,0.004,0.0003",0.0,,,0.4,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
六手佛,20810,2036,1,0.0,,,,,,,,,,160,100,200,100,0,0,0,40,60,0.5,33,973,274,231,180,198,64,"0,0,0","12,12,12",1633.5,66.0,0,145.0,0.4,33.0,"114,132,168,57,433","0.004,0.004,0.004,0.004,0.008",0.0,,,0.3,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
裂佛,20811,2046,1,0.0,,,,,,,,,,160,100,200,100,0,0,0,40,60,0.5,38,1215,342,289,241,227,80,"0,0,0","14,14,14",2166.0,76.0,0,158.0,0.4,38.0,"69,12,310,431","0.004,0.004,0.004,0.0003",0.0,,,0.3,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
槐树精,20812,2047,1,0.0,,,,,,,,,,160,100,200,100,0,0,0,40,60,0.5,40,1320,371,314,270,239,87,"0,0,0","16,16,16",2400.0,80.0,0,163.0,0.4,40.0,"45,432,58,2109","0.002,0.008,0.002,0.001",0.0,,,0.3,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
气鼓,20813,2048,1,0.0,,,,,,,,,,160,100,200,100,0,0,0,50,60,0.5,42,1429,402,339,300,252,94,"0,0,0","18,18,18",2646.0,84.0,0,168.0,0.4,42.0,"116,134,170,304,2111","0.002,0.002,0.002,0.002,0.001",0.0,,,0.3,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
幻灭妖姬,20814,2337,1,0.0,,,,,,,,,,160,140,350,140,0,0,0,60,60,0.5,32,26665,261,220,337,192,61,"0,0,0","56,56,56",1536.0,,0,3200.0,0.4,32.0,"44,51,23,403,408,113,149,167,431","0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2",0.0,,,0.5,0.01,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
护兽统领,20815,2341,1,0.0,,,,,,,,,,160,140,350,140,0,0,0,60,75,0.5,32,26665,261,220,337,192,61,"0,0,0","56,56,56",1536.0,,0,3200.0,0.4,32.0,"44,51,56,403,408,113,131,167,431","0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2",0.0,,,0.5,0.01,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
庚辰,20816,2311,1,0.0,,,,,,,,,,160,180,350,180,0,0,0,70,80,0.67,60,84500,731,618,504,375,171,"0,0,0","188,188,188",5400.0,300.0,0,3000.0,0.4,60.0,"21,54,422,423,403,403,403,408,71,60,14,27,68,47,474,657,658,659","0.3,0.3,0.5,0.5,1,1,1,1,0.3,0.3,0.3,0.3,0.3,0.3,0.01,0.02,0.03,0.04",0.0,,,0.9,0.02,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
地天吴,20817,2312,1,0.0,,,,,,,,,,160,180,350,180,0,505,50,70,80,0.4,60,84500,731,618,845,375,171,"0,0,0","188,188,188",5400.0,300.0,0,3000.0,0.4,60.0,"47,54,422,423,403,403,403,408,71,60,14,27,68,21,474,657,658,659","0.3,0.3,0.5,0.5,1,1,1,1,0.3,0.3,0.3,0.3,0.3,0.3,0.02,0.03,0.04,0.01",0.0,,,0.9,0.02,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
禺疆后,20818,2313,1,0.0,,,,,,,,,,160,180,350,180,0,506,50,160,80,0.67,60,84500,731,618,504,375,171,"0,0,0","188,188,188",5400.0,300.0,0,3000.0,0.4,60.0,"47,54,140,158,422,423,403,403,408,71,60,14,27,68,21,474,657,658,659","0.5,0.5,0.9,0.9,0.9,0.9,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.03,0.04,0.01,0.02",0.0,,,0.9,0.02,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
妖兽帝,20819,2314,1,0.0,,,,,,,,,,160,180,350,180,0,513,50,60,80,0.4,60,84500,731,618,845,375,171,"0,0,0","188,188,188",5400.0,300.0,0,3000.0,0.4,60.0,"47,54,122,176,422,423,403,403,408,71,60,14,27,68,21,474,657,658,659","0.5,0.5,0.9,0.9,0.9,0.9,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.04,0.01,0.02,0.03",0.0,,,0.9,0.02,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
太虚蜍精（周）,20820,2632,2,,,task/npc/fly_xuni4.html,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,1,100,100,10,10,10,10,"0,0,0","0,0,0",100.0,,0,100.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,zhou,,,,,,,0,,,,,,
太虚蜍精（商）,20821,2632,2,,,task/npc/fly_xuni7.html,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,1,100,100,10,10,10,10,"0,0,0","0,0,0",100.0,,0,100.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,shang,,,,,,,0,,,,,,
太虚蜍精（周）,20822,2632,2,,,task/npc/fly_xuni5.html,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,1,100,100,10,10,10,10,"0,0,0","0,0,0",100.0,,0,100.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,zhou,,,,,,,0,,,,,,
太虚蜍精（商）,20823,2632,2,,,task/npc/fly_xuni8.html,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,1,100,100,10,10,10,10,"0,0,0","0,0,0",100.0,,0,100.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,shang,,,,,,,0,,,,,,
太虚蜍精,20824,2632,2,,,task/npc/fly_xuni6.html,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,1,100,100,10,10,10,10,"0,0,0","0,0,0",100.0,,0,100.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
幻境蜍精,20825,2631,2,,,task/npc/fly_xuni9.html,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,1,100,100,10,10,10,10,"0,0,0","0,0,0",100.0,,0,100.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChuanYun,,,,,,0,,,,,,
幻境仙子,20826,2615,2,,"1,2",task/npc/xuni_n001.html,,,,,652;654,,,0,0,0,0,0,0,0,0,0,0.0,1,100,100,10,10,10,10,"0,0,0","0,0,0",100.0,,0,100.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
太虚蜍精,20827,2632,2,,,task/npc/fly_xuni10.html,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,1,100,100,10,10,10,10,"0,0,0","0,0,0",100.0,,0,100.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
噬魂兽,20828,2056,1,0.0,,,,,,,,,,160,100,200,120,0,0,0,50,90,1.0,43,1485,418,353,158,258,97,"0,0,0","18,18,18",1849.0,86.0,0,170.0,0.4,43.0,"117,135,171,311","0.002,0.002,0.002,0.002",0.0,,,0.3,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
帝王龙,20829,2058,1,0.0,,,,,,,,,,160,100,200,120,0,523,30,160,60,0.75,47,1719,484,408,256,284,113,"0,0,0","22,22,22",2209.0,94.0,0,180.0,0.4,47.0,"72,119,173,155,268","0.002,0.002,0.002,0.002,0.002",0.0,,,0.3,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
白文虎,20830,2052,1,0.0,,,,,,,,,,160,100,200,120,0,521,30,50,60,0.65,47,1719,484,408,296,284,113,"0,0,0","22,22,22",2209.0,94.0,0,180.0,0.4,47.0,"118,136,154,172,423,268,431","0.002,0.002,0.002,0.002,0.0003,0.002,0.0003",0.0,,,0.3,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
祝融旄,20831,2067,1,0.0,,,,,,,,,,160,100,200,120,0,529,30,60,65,0.67,52,2037,573,484,361,317,134,"0,0,0","27,27,27",2704.0,104.0,0,193.0,0.4,52.0,"138,156,423,268","0.002,0.002,0.0003,0.002",0.0,,,0.3,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
大封尸,20832,2069,1,0.0,,,,,,,,,,160,100,200,120,0,530,30,40,75,0.6,54,2171,611,516,440,331,142,"0,0,0","29,29,29",2916.0,108.0,0,198.0,0.4,54.0,"121,175,157,312","0.002,0.002,0.002,0.002",0.0,,,0.3,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
冰原巨人,20833,2054,1,0.0,,,,,,,,,,160,100,200,120,0,522,30,50,75,0.75,54,2171,611,516,352,331,142,"0,0,0","29,29,29",2916.0,108.0,0,198.0,0.4,54.0,"71,54,139,312","0.002,0.002,0.002,0.002",0.0,,,0.3,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
后土伯,20834,2071,1,0.0,,,,,,,,,,160,100,200,120,0,531,30,40,90,1.0,57,2381,670,565,299,353,156,"0,0,0","30,30,30",3249.0,114.0,0,205.0,0.4,57.0,"140,306,60","0.002,0.002,0.002",0.0,,,0.3,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
封天冰兽,20835,2060,1,0.0,,,,,,,,,,160,100,200,120,0,524,30,70,60,0.67,58,2453,690,583,465,360,161,"0,0,0","30,30,30",3364.0,116.0,0,208.0,0.4,58.0,"158,174,422","0.002,0.002,0.0003",0.0,,,0.3,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
风后灵,20836,2061,1,0.0,,,,,,,,,,160,160,200,120,0,526,30,160,65,0.5,60,2600,731,618,676,375,171,"0,0,0","31,31,31",3600.0,120.0,0,213.0,0.4,60.0,"158,176,268,306,104","0.002,0.002,0.002,0.002,0.002",0.0,,,0.3,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
嗜腐兽,20837,2064,1,0.0,,,,,,,,,,160,100,200,120,0,0,0,60,75,0.75,43,1485,418,353,210,258,97,"0,0,0","18,18,18",1849.0,86.0,0,170.0,0.4,43.0,"153,135,432,311,171,2111","0.002,0.002,0.008,0.002,0.002,0.001",0.0,,,0.3,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
漳渊龙,20838,2066,1,0.0,,,,,,,,,,160,100,200,120,0,528,30,160,60,0.67,47,1719,484,408,287,284,113,"0,0,0","22,22,22",2209.0,94.0,0,180.0,0.4,47.0,"72,137,432,305 ","0.002,0.002,0.008,0.002",0.0,,,0.3,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
浊泽旄,20839,2068,1,0.0,,,,,,,,,,160,100,200,120,0,529,30,40,65,0.67,47,1719,484,408,287,284,113,"0,0,0","22,22,22",2209.0,94.0,0,180.0,0.4,47.0,"46,13,53","0.002,0.002,0.002",0.0,,,0.3,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
迅猛兽,20840,2055,1,0.0,,,,,,,,,,160,100,200,120,0,0,0,60,90,1.0,52,2037,573,484,242,317,134,"0,0,0","27,27,27",2704.0,104.0,0,193.0,0.4,52.0,"120,174,423","0.002,0.002,0.0003",0.0,,,0.3,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
骸骨龙,20841,2057,1,0.0,,,,,,,,,,160,100,200,120,0,523,30,160,60,0.75,54,2171,611,516,352,331,142,"0,0,0","29,29,29",2916.0,108.0,0,198.0,0.4,54.0,"47,423,312","0.002,0.0003,0.002",0.0,,,0.3,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
太蚀尸,20842,2070,1,0.0,,,,,,,,,,160,100,200,120,0,530,30,40,75,0.6,54,2171,611,516,440,331,142,"0,0,0","29,29,29",2916.0,108.0,0,198.0,0.4,54.0,"71,68,14","0.002,0.002,0.002",0.0,,,0.3,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
巨瘴兽,20843,2059,1,0.0,,,,,,,,,,160,100,200,120,0,524,30,50,60,0.67,57,2381,670,565,447,353,156,"0,0,0","30,30,30",3249.0,114.0,0,205.0,0.4,57.0,"21,122,422","0.002,0.002,0.0003",0.0,,,0.3,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
瘟土伯,20844,2072,1,0.0,,,,,,,,,,160,100,200,120,0,531,30,40,90,1.0,58,2453,690,583,312,360,161,"0,0,0","30,30,30",3364.0,116.0,0,208.0,0.4,58.0,"21,121,423,27","0.002,0.002,0.0003,0.002",0.0,,,0.3,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
沼泽怪,20845,2049,1,0.0,,,,,,,,,,160,100,200,120,0,520,30,50,80,0.85,60,2600,731,618,397,375,171,"0,0,0","31,31,31",3600.0,120.0,0,213.0,0.4,60.0,"140,422","0.002,0.0003",0.0,,,0.3,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
西歧攻城军需官,20846,2628,2,,1,task/npc/CWReg_n003.html,,,,,655,,,0,170,350,0,0,0,0,80,90,0.75,1,10000,100,600,30000,600,150,"0,0,0","0,0,0",100.0,,0,100.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,zhou,,,,,,,0,,,,,,
西歧守城军需官,20847,2627,2,,1,task/npc/CWReg_n004.html,,,,,655,,,0,170,350,0,0,0,0,80,90,0.75,1,10000,100,600,30000,600,150,"0,0,0","0,0,0",100.0,,0,100.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,zhou,,,,,,,0,,,,,,
朝歌攻城军需官,20848,2628,2,,1,task/npc/CWReg_n003.html,,,,,655,,,0,170,350,0,0,0,0,80,90,0.75,1,10000,100,600,30000,600,150,"0,0,0","0,0,0",100.0,,0,100.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,shang,,,,,,,0,,,,,,
朝歌守城军需官,20849,2627,2,,1,task/npc/CWReg_n004.html,,,,,655,,,0,170,350,0,0,0,0,80,90,0.75,1,10000,100,600,30000,600,150,"0,0,0","0,0,0",100.0,,0,100.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,shang,,,,,,,0,,,,,,
穿云关攻城军需官,20850,2628,2,,1,task/npc/CWReg_n003.html,,,,,655,,,0,170,350,0,0,0,0,80,90,0.75,1,10000,100,600,30000,600,150,"0,0,0","0,0,0",100.0,,0,100.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
穿云关守城军需官,20851,2627,2,,1,task/npc/CWReg_n004.html,,,,,655,,,0,170,350,0,0,0,0,80,90,0.75,1,10000,100,600,30000,600,150,"0,0,0","0,0,0",100.0,,0,100.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
西歧西门门童,20852,2616,2,,,task/npc/flyout1.html,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,1,100,100,10,10,10,10,"0,0,0","0,0,0",0.0,0.0,0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,zhou,,,,,,,0,,,,,,
西歧西门门童,20853,2617,2,,,task/npc/flyin1.html,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,1,100,100,10,10,10,10,"0,0,0","0,0,0",0.0,0.0,0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,zhou,,,,,,,0,,,,,,
西歧北门门童,20854,2616,2,,,task/npc/flyout2.html,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,1,100,100,10,10,10,10,"0,0,0","0,0,0",0.0,0.0,0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,zhou,,,,,,,0,,,,,,
