ID,允许直接接受,分组ID,催粮任务,跑环任务,文官任务,文官任务计数,任务名称,任务描述,动态提示,提示道具,提示数量,任务接受条件,任务完成条件,最低等级,最高等级,国家限制,职业限制,官职要求,是否可重复,接受时间限制,完成时间限制,任务标记道具,是否可取消,接受任务标记,完成方式,npc1接任务对话,npc1接任务后对话,npc1任务中对话,npc2任务中对话,npc2完成任务后对话,npc2选择失败对话,,固定奖励,随机奖励概率,随机奖励,,选择标记1,选择标记2,选择标记3,选择标记4,选择标记5,特殊要求1,特殊要求2,特殊要求3,特殊要求4,特殊要求5,特殊奖励概率,特殊奖励1,特殊奖励2,特殊奖励3,特殊奖励4,特殊奖励5,任务区域,任务区块分组,是否受上限个数限制,是否可共享,任务相关信息,接受NPC坐标,完成NPC坐标,可选奖励,动态提示2,职业奖励
10920,1,0,0,0,0,0,天劫临近,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p>&nbsp;</p>
<p><img src=""ui_texture/任务描述.tga"" width=""430"" height=""24"" source=""""/></p>
<p><font color=""#939393"">不知何时开始，内在修为飞速增长，但实力却停滞不前。体内不时气血翻腾，让人有种不祥预兆，好似自身将有大事发生。这种令人毛骨悚然的感觉叫人无法静心修行，须回师门请教</font><a href=""client://clientmovetonpc 212"">圣智明王云盖天（五台-683 1431）</a><font color=""#939393"">才行。</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[GOAL]
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>",,,,gradelev 38,,30,100,2,1,0,0,0,-1,,1,Enttask_t10920,,task/task_t10920/task_t10920_01.html,,,,task/task_t10920/task_t10920_04.html,,,"exp 25866
gold 493
credit 3 6",,,,,,,,,,,,,,,,,,,,,95,0,0,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p><font color=""#00ff00"">[任务相关信息]</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务条件：修为等级提升到39级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务最低等级：30级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">任务目标：回师门找</font><a href=""client://clientmovetonpc 212"">圣智明王云盖天（五台-683 1431）</a></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>",,"-13645,28625;",,"<font color=""#C8FFF1"">去找</font><a href=""client://clientmovetonpc 212"">圣智明王云盖天（五台-683 1431）</a>",
10921,1,0,0,0,0,0,渡劫法衣,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p><font color=""#00ff00"">[任务相关信息]</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务NPC：</font><a href=""client://clientmovetonpc 212"">圣智明王云盖天（五台-683 1431）</a></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务最低等级：30级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">任务目标：击杀</font><font color=""#75FF78"">阿修罗教女仆（五回洞-496 -1272）</font><font color=""#C8FFF1"">和</font><font color=""#75FF78"">三尾（不夜洞-884 -1367）</font><font color=""#C8FFF1"">取得鬼魅之魂和九尾之魄</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","<font color=""#C8FFF1"">击杀</font><font color=""#75FF78"">阿修罗教女仆（五回洞-496 -1272）</font><font color=""#C8FFF1"">取得鬼魅之魂</font>
<font color=""#C8FFF1"">击杀</font><font color=""#75FF78"">三尾（不夜洞-884 -1367）</font><font color=""#C8FFF1"">取得九尾之魄</font>","5006
5007","5
5",taskdone 10920,"item 5006 5
item 5007 5",30,100,2,1,0,0,0,-1,,1,Enttask_t10921,,task/task_t10921/task_t10921_01.html,,task/task_t10921/task_t10921_02.html,task/task_t10921/task_t10921_02.html,task/task_t10921/task_t10921_04.html,,,"exp 287400
gold 5480
credit 3 73
item 2405 1 blue",,,,,,,,,,,,,,,,,,,,五台,95,0,0,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p><font color=""#00ff00"">[任务相关信息]</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务NPC：</font><a href=""client://clientmovetonpc 212"">圣智明王云盖天（五台-683 1431）</a></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务最低等级：30级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">任务目标：击杀</font><font color=""#75FF78"">阿修罗教女仆（五回洞-496 -1272）</font><font color=""#C8FFF1"">和</font><font color=""#75FF78"">三尾（不夜洞-884 -1367）</font><font color=""#C8FFF1"">取得鬼魅之魂和九尾之魄</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","-13645,28625;","-13645,28625;",,"<font color=""#C8FFF1"">去找</font><a href=""client://clientmovetonpc 212"">圣智明王云盖天（五台-683 1431）</a>",
10922,1,0,0,0,0,0,渡劫仙丹,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p>&nbsp;</p>
<p><img src=""ui_texture/任务描述.tga"" width=""430"" height=""24"" source=""""/></p>
<p><font color=""#C8FFF1"">渡劫艰难，多有人因真气尽竭而失败。门中为防此事发生炼制了不少补元丹，但近来渡劫人数激增，门中丹药将要耗尽。</font><a href=""client://clientmovetonpc 212"">圣智明王云盖天（五台-683 1431）</a><font color=""#C8FFF1"">算出你之劫期还需数日，让你去蜀郡郊外洞穴和玉凌雪域的冰湖雪原去取</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 314 1499"">赤血蓝（蜀郡郊外314 1499）</a><font color=""#C8FFF1"">和</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -689 515"">继木叶（玉淩雪域-689 515）</a><font color=""#C8FFF1"">。</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[GOAL]
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","<font color=""#C8FFF1"">采集</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 314 1499"">赤血蓝（蜀郡郊外314 1499）</a>
<font color=""#C8FFF1"">采集</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -689 515"">继木叶（玉淩雪域-689 515）</a>","5008
5009","1
1",taskdone 10921,"item 5008 1
item 5009 1",30,100,2,1,0,0,0,-1,,1,Enttask_t10922,,task/task_t10922/task_t10922_01.html,,task/task_t10922/task_t10922_02.html,task/task_t10922/task_t10922_03.html,task/task_t10922/task_t10922_04.html,,,"exp 357150
gold 6810
credit 3 91
item 6022 10
item 6023 10",,,,,,,,,,,,,,,,,,,,五台,95,0,0,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p><font color=""#00ff00"">[任务相关信息]</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务NPC：</font><a href=""client://clientmovetonpc 212"">圣智明王云盖天（五台-683 1431）</a></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务最低等级：30级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">任务目标：取得</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 314 1499"">赤血蓝（蜀郡郊外314 1499）</a><font color=""#C8FFF1"">和</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -689 515"">继木叶（玉淩雪域-689 515）</a></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","-13645,28625;","-15160,28980;",,"<font color=""#C8FFF1"">去找</font><a href=""client://clientmovetonpc 216"">许飞娘（五台-758 1449）</a>",
10923,1,0,0,0,0,0,天劫难渡,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p>&nbsp;</p>
<p><img src=""ui_texture/任务描述.tga"" width=""430"" height=""24"" source=""""/></p>
<p><a href=""client://clientmovetonpc 216"">许飞娘（五台-758 1449）</a><font color=""#C8FFF1"">将你送往渡劫之地接天峰，并请了世外散仙接天道为你护法。在接天峰上，你将面对不断的天雷轰击，和各种心魔幻、怒、贪、秽、恶、绮、妄、盗、淫、杀的侵袭，直到杀死出现的真正心魔。</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[GOAL]
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","<font color=""#C8FFF1"">击杀</font><font color=""#75FF78"">心魔</font>",,,taskdone 10922,killmonster 1 4010 0 0 0,30,100,2,1,0,0,0,-1,,1,Enttask_t10923,,task/task_t10923/task_t10923_01.html,,task/task_t10923/task_t10923_02.html,task/task_t10923/task_t10923_02.html,task/task_t10923/task_t10923_04.html,,,"exp 535725
gold 10215
credit 3 392157
mlev 1
item 6207 1",,,,,,,,,,,,,,,,,,,,五台,95,0,0,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p><font color=""#00ff00"">[任务相关信息]</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务NPC：</font><a href=""client://clientmovetonpc 216"">许飞娘（五台-758 1449）</a></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务最低等级：30级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">任务目标：杀死</font><font color=""#75FF78"">心魔</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","-15160,28980;","-15160,28980;",,"<font color=""#C8FFF1"">去找</font><a href=""client://clientmovetonpc 216"">许飞娘（五台-758 1449）</a>",
10930,1,0,0,0,0,0,天劫临近,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p>&nbsp;</p>
<p><img src=""ui_texture/任务描述.tga"" width=""430"" height=""24"" source=""""/></p>
<p><font color=""#939393"">不知何时开始，内在修为飞速增长，但实力却停滞不前。体内不时气血翻腾，让人有种不祥预兆，好似自身将有大事发生。这种令人毛骨悚然的感觉叫人无法静心修行，须回师门请教</font><a href=""client://clientmovetonpc 229"">圣祭司巫雨（苗疆-304 -246）</a><font color=""#939393"">才行。</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[GOAL]
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>",,,,gradelev 38,,30,100,2,4,0,0,0,-1,,1,Enttask_t10930,,task/task_t10930/task_t10930_01.html,,,,task/task_t10930/task_t10930_04.html,,,"exp 25866
gold 493
credit 3 6",,,,,,,,,,,,,,,,,,,,,95,0,0,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p><font color=""#00ff00"">[任务相关信息]</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务条件：修为等级提升到39级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务最低等级：30级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">任务目标：回师门找</font><a href=""client://clientmovetonpc 229"">圣祭司巫雨（苗疆-304 -246）</a></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>",,"-6070,-4905;",,"<font color=""#C8FFF1"">去找</font><a href=""client://clientmovetonpc 229"">圣祭司巫雨（苗疆-304 -246）</a>",
10931,1,0,0,0,0,0,渡劫法衣,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p><font color=""#00ff00"">[任务相关信息]</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务NPC：</font><a href=""client://clientmovetonpc 229"">圣祭司巫雨（苗疆-304 -246）</a></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务最低等级：30级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">任务目标：击杀</font><font color=""#75FF78"">阿修罗教女仆（五回洞-496 -1272）</font><font color=""#C8FFF1"">和</font><font color=""#75FF78"">三尾（不夜洞-884 -1367）</font><font color=""#C8FFF1"">取得鬼魅之魂和九尾之魄</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","<font color=""#C8FFF1"">击杀</font><font color=""#75FF78"">阿修罗教女仆（五回洞-496 -1272）</font><font color=""#C8FFF1"">取得鬼魅之魂</font>
<font color=""#C8FFF1"">击杀</font><font color=""#75FF78"">三尾（不夜洞-884 -1367）</font><font color=""#C8FFF1"">取得九尾之魄</font>","5006
5007","5
5",taskdone 10930,"item 5006 5
item 5007 5",30,100,2,4,0,0,0,-1,,1,Enttask_t10931,,task/task_t10931/task_t10931_01.html,,task/task_t10931/task_t10931_02.html,task/task_t10931/task_t10931_02.html,task/task_t10931/task_t10931_04.html,,,"exp 287400
gold 5480
credit 3 73
item 2605 1 blue",,,,,,,,,,,,,,,,,,,,苗疆,95,0,0,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p><font color=""#00ff00"">[任务相关信息]</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务NPC：</font><a href=""client://clientmovetonpc 229"">圣祭司巫雨（苗疆-304 -246）</a></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务最低等级：30级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">任务目标：击杀</font><font color=""#75FF78"">阿修罗教女仆（五回洞-496 -1272）</font><font color=""#C8FFF1"">和</font><font color=""#75FF78"">三尾（不夜洞-884 -1367）</font><font color=""#C8FFF1"">取得鬼魅之魂和九尾之魄</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","-6070,-4905;","-6070,-4905;",,"<font color=""#C8FFF1"">去找</font><a href=""client://clientmovetonpc 229"">圣祭司巫雨（苗疆-304 -246）</a>",
10932,1,0,0,0,0,0,渡劫仙丹,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p>&nbsp;</p>
<p><img src=""ui_texture/任务描述.tga"" width=""430"" height=""24"" source=""""/></p>
<p><font color=""#C8FFF1"">渡劫艰难，多有人因真气尽竭而失败。门中为防此事发生炼制了不少补元丹，但近来渡劫人数激增，门中丹药将要耗尽。</font><a href=""client://clientmovetonpc 229"">圣祭司巫雨（苗疆-304 -246）</a><font color=""#C8FFF1"">算出你之劫期还需数日，让你去蜀郡郊外洞穴和玉凌雪域的冰湖雪原去取</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 314 1499"">赤血蓝（蜀郡郊外314 1499）</a><font color=""#C8FFF1"">和</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -689 515"">继木叶（玉淩雪域-689 515）</a><font color=""#C8FFF1"">。</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[GOAL]
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","<font color=""#C8FFF1"">采集</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 314 1499"">赤血蓝（蜀郡郊外314 1499）</a>
<font color=""#C8FFF1"">采集</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -689 515"">继木叶（玉淩雪域-689 515）</a>","5008
5009","1
1",taskdone 10931,"item 5008 1
item 5009 1",30,100,2,4,0,0,0,-1,,1,Enttask_t10932,,task/task_t10932/task_t10932_01.html,,task/task_t10932/task_t10932_02.html,task/task_t10932/task_t10932_03.html,task/task_t10932/task_t10932_04.html,,,"exp 357150
gold 6810
credit 3 91
item 6022 10
item 6023 10",,,,,,,,,,,,,,,,,,,,苗疆,95,0,0,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p><font color=""#00ff00"">[任务相关信息]</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务NPC：</font><a href=""client://clientmovetonpc 229"">圣祭司巫雨（苗疆-304 -246）</a></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务最低等级：30级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">任务目标：取得</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 314 1499"">赤血蓝（蜀郡郊外314 1499）</a><font color=""#C8FFF1"">和</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -689 515"">继木叶（玉淩雪域-689 515）</a></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","-6070,-4905;","-5570,-6125;",,"<font color=""#C8FFF1"">去找</font><a href=""client://clientmovetonpc 230"">夺神蛊巫夕三姑（苗疆-279 -307）</a>",
10933,1,0,0,0,0,0,天劫难渡,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p>&nbsp;</p>
<p><img src=""ui_texture/任务描述.tga"" width=""430"" height=""24"" source=""""/></p>
<p><a href=""client://clientmovetonpc 230"">夺神蛊巫夕三姑（苗疆-279 -307）</a><font color=""#C8FFF1"">将你送往渡劫之地接天峰，并请了世外散仙接天道为你护法。在接天峰上，你将面对不断的天雷轰击，和各种心魔幻、怒、贪、秽、恶、绮、妄、盗、淫、杀的侵袭，直到杀死出现的真正心魔。</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[GOAL]
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","<font color=""#C8FFF1"">击杀</font><font color=""#75FF78"">心魔</font>",,,taskdone 10932,killmonster 1 4010 0 0 0,30,100,2,4,0,0,0,-1,,1,Enttask_t10933,,task/task_t10933/task_t10933_01.html,,task/task_t10933/task_t10933_02.html,task/task_t10933/task_t10933_02.html,task/task_t10933/task_t10933_04.html,,,"exp 535725
gold 10215
credit 3 392157
mlev 1
item 6207 1",,,,,,,,,,,,,,,,,,,,苗疆,95,0,0,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p><font color=""#00ff00"">[任务相关信息]</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务NPC：</font><a href=""client://clientmovetonpc 230"">夺神蛊巫夕三姑（苗疆-279 -307）</a></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务最低等级：30级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">任务目标：杀死</font><font color=""#75FF78"">心魔</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","-5570,-6125;","-5570,-6125;",,"<font color=""#C8FFF1"">去找</font><a href=""client://clientmovetonpc 230"">夺神蛊巫夕三姑（苗疆-279 -307）</a>",
11000,1,0,0,0,0,0,缘始镜花,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p>&nbsp;</p>
<p><img src=""ui/textures/28_a.tga"" width=""420"" height=""18"" source=""""/></p>
<p><font color=""#C8FFF1"">你来到镜花村之后便见到</font><a href=""client://clientmovetoscene4 scene01 190 418 scene03 4"">小依（镜花村-71 118）</a><font color=""#C8FFF1"">，小依一看你就猜测你是哪个门派偷偷溜出来的弟子。她看你年纪尚轻，应该是初次下山，经历尚浅，正巧最近峨眉派的白眉禅师正在此处游历，便指点你去向</font><a href=""client://clientmovetoscene4 scene01 190 418 scene03 25"">白眉禅师（镜花村-86 109）</a><font color=""#C8FFF1"">请教游历俗世的经验，多写见闻，以后也不至于吃亏。</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[GOAL]
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>",,,,,,1,100,2,0,0,0,0,-1,,0,Enttask_t11000,,task/task_t11000/task_t11000_01.html,,task/task_t11000/task_t11000_02.html,,task/task_t11000/task_t11000_04.html,,,"exp 27
gold 25
credit 2 20
credit 3 2",,,,,,,,,,,,,,,,,,,,镜花村,40,1,1,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p><font color=""#00ff00"">[任务相关信息]</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务NPC：</font><a href=""client://clientmovetoscene4 scene01 190 418 scene03 4"">小依（镜花村-71 118）</a></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务最低等级：1级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">任务目标：请教</font><a href=""client://clientmovetoscene4 scene01 190 418 scene03 25"">白眉禅师（镜花村-86 109）</a></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","-1410,2370;","-1710,2185;",,"<font color=""#C8FFF1"">去找</font><a href=""client://clientmovetoscene4 scene01 190 418 scene03 25"">白眉禅师（镜花村-86 109）</a>",
11001,1,0,0,0,0,0,送兔回家,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p>&nbsp;</p>
<p><img src=""ui/textures/28_a.tga"" width=""420"" height=""18"" source=""""/></p>
<p><a href=""client://clientmovetoscene4 scene01 190 418 scene03 25"">白眉禅师（镜花村-86 109）</a><font color=""#C8FFF1"">对你这个后辈很是关照，告诫你俗世游历最重要的两点就是低调和行善：以平常心行事才能体味世事百态，广积善缘才能积累功德。并且还顺便送了你一桩善缘：白眉禅师偶尔看到跑到这里的一只小兔子，后来才知道这小兔子是村长黄植家兔妈妈的宝宝，平时很得村长黄植的喜爱，现在白眉禅师让你将这只小兔子送回</font><a href=""client://clientmovetoscene4 scene01 190 418 scene03 210"">兔妈妈（镜花村37 178）</a><font color=""#C8FFF1"">那里。</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[GOAL]
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","<font color=""#C8FFF1"">召唤出兔宝宝</font>",,,taskdone 11000,have 0 1800,1,100,2,0,0,0,0,-1,item 16000 1,0,Enttask_t11001,,task/task_t11001/task_t11001_01.html,,task/task_t11001/task_t11001_02.html,task/task_t11001/task_t11001_03.html,task/task_t11001/task_t11001_04.html,,,"exp 112
gold 40
credit 2 20
credit 3 3
item 16000 1",,,,,,,,,,,,,,,,,,,,镜花村,40,1,1,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p><font color=""#00ff00"">[任务相关信息]</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务NPC：</font><a href=""client://clientmovetoscene4 scene01 190 418 scene03 25"">白眉禅师（镜花村-86 109）</a></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务最低等级：1级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">任务目标：带着兔宝宝去找</font><a href=""client://clientmovetoscene4 scene01 190 418 scene03 210"">兔妈妈（镜花村37 178）</a></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","-1710,2185;","745,3570;",,"<font color=""#C8FFF1"">去找</font><a href=""client://clientmovetoscene4 scene01 190 418 scene03 210"">兔妈妈（镜花村37 178）</a>",
11002,1,0,0,0,0,0,兔妈妈的异状,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p>&nbsp;</p>
<p><img src=""ui/textures/28_a.tga"" width=""420"" height=""18"" source=""""/></p>
<p><font color=""#C8FFF1"">你将兔宝宝带了回来</font><a href=""client://clientmovetoscene4 scene01 190 418 scene03 210"">兔妈妈（镜花村37 178）</a><font color=""#C8FFF1"">很高兴，但看它的样子却是很着急，头还想村长黄植的方向不停的摆动，你还是去问问</font><a href=""client://clientmovetoscene4 scene01 190 418 scene03 1"">村长黄植（镜花村51 167）</a><font color=""#C8FFF1"">，看看兔妈妈到底是怎么了吧！</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[GOAL]
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>",,,,taskdone 11001,,1,100,2,0,0,0,0,-1,,0,Enttask_t11002,,task/task_t11002/task_t11002_01.html,,task/task_t11002/task_t11002_02.html,,task/task_t11002/task_t11002_04.html,,,"exp 27
gold 25
credit 2 20
credit 3 3",,,,,,,,,,,,,,,,,,,,镜花村,40,1,1,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p><font color=""#00ff00"">[任务相关信息]</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务NPC：</font><a href=""client://clientmovetoscene4 scene01 190 418 scene03 210"">兔妈妈（镜花村37 178）</a></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务最低等级：1级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">任务目标：去找</font><a href=""client://clientmovetoscene4 scene01 190 418 scene03 1"">村长黄植（镜花村51 167）</a></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","745,3570;","1020,3345;",,"<font color=""#C8FFF1"">去找</font><a href=""client://clientmovetoscene4 scene01 190 418 scene03 1"">村长黄植（镜花村51 167）</a>",
