ID,名称,阶段,类型,子类型,神兽ID,分解ID,可锻造,可交易,可商店,可删除,可丢弃,可重叠摆放,是否任务道具,是否可存仓,不允许融合,移动坐标,点数,价值,仙誉,俗名,积分,军功,帮贡,门贡,命中,伤害,防御,闪躲,攻击速度,攻击距离,移动速度,必杀率,MaxHp,MaxMp,抗火,抗水,抗毒,法宝属性,神兽属性,升级百分比,等级需求,最大等级,选择等级,修为等级需求,力量需求,体质需求,敏捷需求,智力需求,精准需求,职业需求,阶段需求,Icon,路径动画,刀光,Model,UpdateModel,UpdateEffect,Sound,初始使用次数,最大使用次数,耐久上限,Hp增加,Hp百分比增加,Mp增加,Mp百分比增加,Enp增加,Enp百分比增加,Exp增加,打卡时间增加,使用限制,持续时间,对应Skin,特效文件,是否双手武器,技能ID,任务ID,套装ID,宝石合成,宝石合成成功率,宝石合成金钱,是否副本掉落,参数1,说明,备注
10263,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,80,,,,,,,,,,,,,,,,,,,,,,,10,150,10,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2063,"<P><FONT color=""#88aadd"">铸甲3级:绵缎鞋</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10264,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,120,,,,,,,,,,,,,,,,,,,,,,,15,150,15,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2064,"<P><FONT color=""#88aadd"">铸甲4级:青雾履</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10265,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,160,,,,,,,,,,,,,,,,,,,,,,,20,150,20,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2065,"<P><FONT color=""#88aadd"">铸甲5级:五行鞋</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10266,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,200,,,,,,,,,,,,,,,,,,,,,,,25,150,25,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2066,"<P><FONT color=""#88aadd"">铸甲6级:至尊履</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10267,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,240,,,,,,,,,,,,,,,,,,,,,,,30,150,30,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2067,"<P><FONT color=""#88aadd"">铸甲7级:穿云护腿</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10268,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,280,,,,,,,,,,,,,,,,,,,,,,,35,150,35,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2068,"<P><FONT color=""#88aadd"">铸甲8级:妙意圣心履</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10269,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,320,,,,,,,,,,,,,,,,,,,,,,,40,150,40,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2069,"<P><FONT color=""#88aadd"">铸甲9级:炁源苍生履</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10270,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,360,,,,,,,,,,,,,,,,,,,,,,,45,150,45,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2070,"<P><FONT color=""#88aadd"">铸甲10级:天吾合一靴</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10271,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,400,,,,,,,,,,,,,,,,,,,,,,,50,150,50,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2071,"<P><FONT color=""#88aadd"">铸甲11级:乾坤纳怀靴</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10401,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,20,,,,,,,,,,,,,,,,,,,,,,,1,150,1,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2201,"<P><FONT color=""#88aadd"">铸甲1级:轻便紧身衣</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P><P><FONT color=""#808000"">购买地点：</FONT></P><P><FONT color=""#808000"">鲁忠（镜花村51 50）</FONT></P><P><FONT color=""#808000"">十工子（蜀郡131 509）</FONT></P>",
10402,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,40,,,,,,,,,,,,,,,,,,,,,,,5,150,5,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2202,"<P><FONT color=""#88aadd"">铸甲2级:如雪袍</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10403,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,80,,,,,,,,,,,,,,,,,,,,,,,10,150,10,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2203,"<P><FONT color=""#88aadd"">铸甲3级:七彩衣</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10404,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,120,,,,,,,,,,,,,,,,,,,,,,,15,150,15,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2204,"<P><FONT color=""#88aadd"">铸甲4级:紫霓云裳</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10405,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,160,,,,,,,,,,,,,,,,,,,,,,,20,150,20,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2205,"<P><FONT color=""#88aadd"">铸甲5级:柔水天衣</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10406,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,200,,,,,,,,,,,,,,,,,,,,,,,25,150,25,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2206,"<P><FONT color=""#88aadd"">铸甲6级:苍泉衣</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10407,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,240,,,,,,,,,,,,,,,,,,,,,,,30,150,30,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2207,"<P><FONT color=""#88aadd"">铸甲7级:虹之缘衣</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10408,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,280,,,,,,,,,,,,,,,,,,,,,,,35,150,35,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2208,"<P><FONT color=""#88aadd"">铸甲8级:揽月短衣</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10409,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,320,,,,,,,,,,,,,,,,,,,,,,,40,150,40,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2209,"<P><FONT color=""#88aadd"">铸甲9级:哀之红尘短袍</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10410,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,360,,,,,,,,,,,,,,,,,,,,,,,45,150,45,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2210,"<P><FONT color=""#88aadd"">铸甲10级:虚雾短袍</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10411,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,400,,,,,,,,,,,,,,,,,,,,,,,50,150,50,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2211,"<P><FONT color=""#88aadd"">铸甲11级:花间无尘衣</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10421,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,20,,,,,,,,,,,,,,,,,,,,,,,1,150,1,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2221,"<P><FONT color=""#88aadd"">铸甲1级:轻便护手</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P><P><FONT color=""#808000"">购买地点：</FONT></P><P><FONT color=""#808000"">鲁忠（镜花村51 50）</FONT></P><P><FONT color=""#808000"">十工子（蜀郡131 509）</FONT></P>",
10422,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,40,,,,,,,,,,,,,,,,,,,,,,,5,150,5,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2222,"<P><FONT color=""#88aadd"">铸甲2级:如雪护手</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10423,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,80,,,,,,,,,,,,,,,,,,,,,,,10,150,10,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2223,"<P><FONT color=""#88aadd"">铸甲3级:七彩护手</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10424,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,120,,,,,,,,,,,,,,,,,,,,,,,15,150,15,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2224,"<P><FONT color=""#88aadd"">铸甲4级:紫霓护手</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10425,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,160,,,,,,,,,,,,,,,,,,,,,,,20,150,20,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2225,"<P><FONT color=""#88aadd"">铸甲5级:柔水护手</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10426,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,200,,,,,,,,,,,,,,,,,,,,,,,25,150,25,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2226,"<P><FONT color=""#88aadd"">铸甲6级:苍泉护手</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10427,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,240,,,,,,,,,,,,,,,,,,,,,,,30,150,30,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2227,"<P><FONT color=""#88aadd"">铸甲7级:虹之缘护手</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10428,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,280,,,,,,,,,,,,,,,,,,,,,,,35,150,35,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2228,"<P><FONT color=""#88aadd"">铸甲8级:揽月护腕</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10429,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,320,,,,,,,,,,,,,,,,,,,,,,,40,150,40,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2229,"<P><FONT color=""#88aadd"">铸甲9级:哀之红尘护手</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10430,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,360,,,,,,,,,,,,,,,,,,,,,,,45,150,45,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2230,"<P><FONT color=""#88aadd"">铸甲10级:虚雾护手</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10431,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,400,,,,,,,,,,,,,,,,,,,,,,,50,150,50,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2231,"<P><FONT color=""#88aadd"">铸甲11级:花间无尘护手</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10441,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,20,,,,,,,,,,,,,,,,,,,,,,,1,150,1,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2241,"<P><FONT color=""#88aadd"">铸甲1级:轻便腰带</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P><P><FONT color=""#808000"">购买地点：</FONT></P><P><FONT color=""#808000"">鲁忠（镜花村51 50）</FONT></P><P><FONT color=""#808000"">十工子（蜀郡131 509）</FONT></P>",
10442,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,40,,,,,,,,,,,,,,,,,,,,,,,5,150,5,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2242,"<P><FONT color=""#88aadd"">铸甲2级:如雪丝带</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10443,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,80,,,,,,,,,,,,,,,,,,,,,,,10,150,10,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2243,"<P><FONT color=""#88aadd"">铸甲3级:七彩腰带</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10444,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,120,,,,,,,,,,,,,,,,,,,,,,,15,150,15,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2244,"<P><FONT color=""#88aadd"">铸甲4级:紫霓玉带</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10445,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,160,,,,,,,,,,,,,,,,,,,,,,,20,150,20,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2245,"<P><FONT color=""#88aadd"">铸甲5级:柔水腰带</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10446,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,200,,,,,,,,,,,,,,,,,,,,,,,25,150,25,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2246,"<P><FONT color=""#88aadd"">铸甲6级:苍泉腰带</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10447,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,240,,,,,,,,,,,,,,,,,,,,,,,30,150,30,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2247,"<P><FONT color=""#88aadd"">铸甲7级:虹之缘腰带</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10448,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,280,,,,,,,,,,,,,,,,,,,,,,,35,150,35,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2248,"<P><FONT color=""#88aadd"">铸甲8级:揽月腰带</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10449,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,320,,,,,,,,,,,,,,,,,,,,,,,40,150,40,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2249,"<P><FONT color=""#88aadd"">铸甲9级:哀之红尘腰带</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10450,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,360,,,,,,,,,,,,,,,,,,,,,,,45,150,45,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2250,"<P><FONT color=""#88aadd"">铸甲10级:虚雾腰带</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10451,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,400,,,,,,,,,,,,,,,,,,,,,,,50,150,50,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2251,"<P><FONT color=""#88aadd"">铸甲11级:花间无尘腰带</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10461,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,20,,,,,,,,,,,,,,,,,,,,,,,1,150,1,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2261,"<P><FONT color=""#88aadd"">铸甲1级:轻便绑腿</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P><P><FONT color=""#808000"">购买地点：</FONT></P><P><FONT color=""#808000"">鲁忠（镜花村51 50）</FONT></P><P><FONT color=""#808000"">十工子（蜀郡131 509）</FONT></P>",
10462,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,40,,,,,,,,,,,,,,,,,,,,,,,5,150,5,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2262,"<P><FONT color=""#88aadd"">铸甲2级:如雪绑腿</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10463,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,80,,,,,,,,,,,,,,,,,,,,,,,10,150,10,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2263,"<P><FONT color=""#88aadd"">铸甲3级:七彩足衣</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10464,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,120,,,,,,,,,,,,,,,,,,,,,,,15,150,15,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2264,"<P><FONT color=""#88aadd"">铸甲4级:紫霓鞋</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10465,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,160,,,,,,,,,,,,,,,,,,,,,,,20,150,20,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2265,"<P><FONT color=""#88aadd"">铸甲5级:柔水履</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10466,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,200,,,,,,,,,,,,,,,,,,,,,,,25,150,25,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2266,"<P><FONT color=""#88aadd"">铸甲6级:苍泉足衣</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10467,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,240,,,,,,,,,,,,,,,,,,,,,,,30,150,30,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2267,"<P><FONT color=""#88aadd"">铸甲7级:虹之缘足衣</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10468,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,280,,,,,,,,,,,,,,,,,,,,,,,35,150,35,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2268,"<P><FONT color=""#88aadd"">铸甲8级:揽月护腿</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10469,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,320,,,,,,,,,,,,,,,,,,,,,,,40,150,40,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2269,"<P><FONT color=""#88aadd"">铸甲9级:哀之红尘足衣</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10470,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,360,,,,,,,,,,,,,,,,,,,,,,,45,150,45,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2270,"<P><FONT color=""#88aadd"">铸甲10级:虚雾履</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10471,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,400,,,,,,,,,,,,,,,,,,,,,,,50,150,50,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2271,"<P><FONT color=""#88aadd"">铸甲11级:花间无尘足衣</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10601,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,20,,,,,,,,,,,,,,,,,,,,,,,1,150,1,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2401,"<P><FONT color=""#88aadd"">铸甲1级:青甲</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P><P><FONT color=""#808000"">购买地点：</FONT></P><P><FONT color=""#808000"">鲁忠（镜花村51 50）</FONT></P><P><FONT color=""#808000"">十工子（蜀郡131 509）</FONT></P>",
10602,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,40,,,,,,,,,,,,,,,,,,,,,,,5,150,5,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2402,"<P><FONT color=""#88aadd"">铸甲2级:暗霜</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10603,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,80,,,,,,,,,,,,,,,,,,,,,,,10,150,10,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2403,"<P><FONT color=""#88aadd"">铸甲3级:裂矢</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10604,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,120,,,,,,,,,,,,,,,,,,,,,,,15,150,15,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2404,"<P><FONT color=""#88aadd"">铸甲4级:磐岩</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10605,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,160,,,,,,,,,,,,,,,,,,,,,,,20,150,20,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2405,"<P><FONT color=""#88aadd"">铸甲5级:御虎</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10606,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,200,,,,,,,,,,,,,,,,,,,,,,,25,150,25,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2406,"<P><FONT color=""#88aadd"">铸甲6级:踏虚</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10607,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,240,,,,,,,,,,,,,,,,,,,,,,,30,150,30,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2407,"<P><FONT color=""#88aadd"">铸甲7级:雪魄凛</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10608,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,280,,,,,,,,,,,,,,,,,,,,,,,35,150,35,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2408,"<P><FONT color=""#88aadd"">铸甲8级:罡龙披靡</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10609,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,320,,,,,,,,,,,,,,,,,,,,,,,40,150,40,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2409,"<P><FONT color=""#88aadd"">铸甲9级:赤神玄</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10610,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,360,,,,,,,,,,,,,,,,,,,,,,,45,150,45,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2410,"<P><FONT color=""#88aadd"">铸甲10级:护法神武</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10611,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,400,,,,,,,,,,,,,,,,,,,,,,,50,150,50,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2411,"<P><FONT color=""#88aadd"">铸甲11级:渡劫方舟</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10621,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,20,,,,,,,,,,,,,,,,,,,,,,,1,150,1,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2421,"<P><FONT color=""#88aadd"">铸甲1级:青甲护手</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P><P><FONT color=""#808000"">购买地点：</FONT></P><P><FONT color=""#808000"">鲁忠（镜花村51 50）</FONT></P><P><FONT color=""#808000"">十工子（蜀郡131 509）</FONT></P>",
10622,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,40,,,,,,,,,,,,,,,,,,,,,,,5,150,5,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2422,"<P><FONT color=""#88aadd"">铸甲2级:暗霜护腕</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
10623,防具谱,,6,2,,,0,1,1,1,1,0,0,1,,,,80,,,,,,,,,,,,,,,,,,,,,,,10,150,10,,,,,,,,,pic_z_03,,,,,,ui_scrollmov.wav,,,,,,,,,,,,,,,,,,,,,,,1,2423,"<P><FONT color=""#88aadd"">铸甲3级:裂矢手套</FONT></P><P></P><P><FONT color=""#808000"">右键点击学习</FONT></P>",
