WORD,int,char[20],BYTE,BYTE,RtString,char[50],struct,char[20],char[20],BYTE,DWORD,BYTE,WORD,struct,BYTE,BYTE,struct,int,int,struct,struct,bool
1082,117,玄武降世,2,0,大幅度增加物理防御15%,pic_skill_ts_17,,ts3,root,0,3,,,,1,,,0,1000,,,1
1083,117,玄武降世,3,0,大幅度增加物理防御20%,pic_skill_ts_17,,ts3,root,0,3,,,,1,,,0,1000,,,1
1084,117,玄武降世,4,0,大幅度增加物理防御25%,pic_skill_ts_17,,ts3,root,0,3,,,,1,,,0,1000,,,1
1085,117,玄武降世,5,0,大幅度增加物理防御30%,pic_skill_ts_17,,ts3,root,0,3,,,,1,,,0,1000,,,1
1086,118,元极摩诃,1,0,大幅度增加物理攻击10%,pic_skill_ts_19,,ts3,root,0,3,,,,1,,,0,1000,,,1
1087,118,元极摩诃,2,0,大幅度增加物理攻击12%,pic_skill_ts_19,,ts3,root,0,3,,,,1,,,0,1000,,,1
1088,118,元极摩诃,3,0,大幅度增加物理攻击15%,pic_skill_ts_19,,ts3,root,0,3,,,,1,,,0,1000,,,1
1089,118,元极摩诃,4,0,大幅度增加物理攻击17%,pic_skill_ts_19,,ts3,root,0,3,,,,1,,,0,1000,,,1
1090,118,元极摩诃,5,0,大幅度增加物理攻击20%,pic_skill_ts_19,,ts3,root,0,3,,,,1,,,0,1000,,,1
1091,119,天元绝杀,1,0,大幅度增加元素攻击10%,pic_skill_ts_21,,ts3,root,0,3,,,,1,,,0,1000,,,1
1092,119,天元绝杀,2,0,大幅度增加元素攻击12%,pic_skill_ts_21,,ts3,root,0,3,,,,1,,,0,1000,,,1
1093,119,天元绝杀,3,0,大幅度增加元素攻击15%,pic_skill_ts_21,,ts3,root,0,3,,,,1,,,0,1000,,,1
1094,119,天元绝杀,4,0,大幅度增加元素攻击17%,pic_skill_ts_21,,ts3,root,0,3,,,,1,,,0,1000,,,1
1095,119,天元绝杀,5,0,大幅度增加元素攻击20%,pic_skill_ts_21,,ts3,root,0,3,,,,1,,,0,1000,,,1
1096,120,天元规避,1,0,大幅度增加元素防御10%,pic_skill_ts_22,,ts3,root,0,3,,,,1,,,0,1000,,,1
1097,120,天元规避,2,0,大幅度增加元素防御15%,pic_skill_ts_22,,ts3,root,0,3,,,,1,,,0,1000,,,1
1098,120,天元规避,3,0,大幅度增加元素防御20%,pic_skill_ts_22,,ts3,root,0,3,,,,1,,,0,1000,,,1
1099,120,天元规避,4,0,大幅度增加元素防御25%,pic_skill_ts_22,,ts3,root,0,3,,,,1,,,0,1000,,,1
1100,120,天元规避,5,0,大幅度增加元素防御30%,pic_skill_ts_22,,ts3,root,0,3,,,,1,,,0,1000,,,1
1101,121,神影凌风,1,0,大幅度增加攻击速度5%，命中率5%，闪避率5%,pic_skill_ts_23,,ts3,root,0,3,,,,1,,,0,1000,,,1
1102,121,神影凌风,2,0,大幅度增加攻击速度8%，命中率10%，闪避率10%,pic_skill_ts_23,,ts3,root,0,3,,,,1,,,0,1000,,,1
1103,121,神影凌风,3,0,大幅度增加攻击速度12%，命中率15%，闪避率15%,pic_skill_ts_23,,ts3,root,0,3,,,,1,,,0,1000,,,1
1104,121,神影凌风,4,0,大幅度增加攻击速度16%，命中率20%，闪避率20%,pic_skill_ts_23,,ts3,root,0,3,,,,1,,,0,1000,,,1
1105,121,神影凌风,5,0,大幅度增加攻击速度20%，命中率25%，闪避率25%,pic_skill_ts_23,,ts3,root,0,3,,,,1,,,0,1000,,,1
1501,30,破防,1,0,物理防御-5%,pic_skill_dbf_17,,skill_debuf17,Bone99,0,11,,,PhyArR-0.05,2,0,,1,15000,,,
1502,30,破防,2,0,物理防御-10%,pic_skill_dbf_17,,skill_debuf17,Bone99,0,11,,,PhyArR-0.10,2,0,,1,15000,,,
1503,30,破防,3,0,物理防御-15%,pic_skill_dbf_17,,skill_debuf17,Bone99,0,11,,,PhyArR-0.15,2,0,,1,15000,,,
1504,30,破防,4,0,物理防御-20%,pic_skill_dbf_17,,skill_debuf17,Bone99,0,11,,,PhyArR-0.20,2,0,,1,15000,,,
1505,30,破防,5,0,物理防御-30%,pic_skill_dbf_17,,skill_debuf17,Bone99,0,11,,,PhyArR-0.30,2,0,,1,15000,,,
1506,30,破防,6,0,物理防御-40%,pic_skill_dbf_17,,skill_debuf17,Bone99,0,11,,,PhyArR-0.40,2,0,,1,15000,,,
1507,30,破防,7,0,物理防御-50%,pic_skill_dbf_17,,skill_debuf17,Bone99,0,11,,,PhyArR-0.50,2,0,,1,15000,,,
1508,5,弱水,1,0,水防御-5%,pic_skill_dbf_19,,skill_debuf1,Bone99,0,11,,,WaterArR-0.05,2,0,,1,15000,,,
1509,5,弱水,2,0,水防御-10%,pic_skill_dbf_19,,skill_debuf1,Bone99,0,11,,,WaterArR-0.10,2,0,,1,15000,,,
1510,5,弱水,3,0,水防御-15%,pic_skill_dbf_19,,skill_debuf1,Bone99,0,11,,,WaterArR-0.15,2,0,,1,15000,,,
1511,5,弱水,4,0,水防御-20%,pic_skill_dbf_19,,skill_debuf1,Bone99,0,11,,,WaterArR-0.20,2,0,,1,15000,,,
1512,5,弱水,5,0,水防御-30%,pic_skill_dbf_19,,skill_debuf1,Bone99,0,11,,,WaterArR-0.30,2,0,,1,15000,,,
1513,5,弱水,6,0,水防御-40%,pic_skill_dbf_19,,skill_debuf1,Bone99,0,11,,,WaterArR-0.40,2,0,,1,15000,,,
1514,5,弱水,7,0,水防御-50%,pic_skill_dbf_19,,skill_debuf1,Bone99,0,11,,,WaterArR-0.50,2,0,,1,15000,,,
1515,28,弱火,1,0,火防御-5%,pic_skill_dbf_18,,,,0,11,,,FireArR-0.05,2,0,,1,15000,,,
1516,28,弱火,2,0,火防御-10%,pic_skill_dbf_18,,,,0,11,,,FireArR-0.10,2,0,,1,15000,,,
1517,28,弱火,3,0,火防御-15%,pic_skill_dbf_18,,,,0,11,,,FireArR-0.15,2,0,,1,15000,,,
1518,28,弱火,4,0,火防御-20%,pic_skill_dbf_18,,,,0,11,,,FireArR-0.20,2,0,,1,15000,,,
1519,28,弱火,5,0,火防御-30%,pic_skill_dbf_18,,,,0,11,,,FireArR-0.30,2,0,,1,15000,,,
1520,28,弱火,6,0,火防御-40%,pic_skill_dbf_18,,,,0,11,,,FireArR-0.40,2,0,,1,15000,,,
1521,28,弱火,7,0,火防御-50%,pic_skill_dbf_18,,,,0,11,,,FireArR-0.50,2,0,,1,15000,,,
1522,33,弱毒,1,0,毒防御-5%,pic_skill_dbf_20,,skill_debuf14,Bone99,0,11,,,PoisonArR-0.05,2,0,,1,15000,,,
1523,33,弱毒,2,0,毒防御-10%,pic_skill_dbf_20,,skill_debuf14,Bone99,0,11,,,PoisonArR-0.10,2,0,,1,15000,,,
1524,33,弱毒,3,0,毒防御-15%,pic_skill_dbf_20,,skill_debuf14,Bone99,0,11,,,PoisonArR-0.15,2,0,,1,15000,,,
1525,33,弱毒,4,0,毒防御-20%,pic_skill_dbf_20,,skill_debuf14,Bone99,0,11,,,PoisonArR-0.20,2,0,,1,15000,,,
1526,33,弱毒,5,0,毒防御-30%,pic_skill_dbf_20,,skill_debuf14,Bone99,0,11,,,PoisonArR-0.30,2,0,,1,15000,,,
1527,33,弱毒,6,0,毒防御-40%,pic_skill_dbf_20,,skill_debuf14,Bone99,0,11,,,PoisonArR-0.40,2,0,,1,15000,,,
1528,33,弱毒,7,0,毒防御-50%,pic_skill_dbf_20,,skill_debuf14,Bone99,0,11,,,PoisonArR-0.50,2,0,,1,15000,,,
1529,13,眩晕,1,0,眩晕,pic_skill_dbf_06,,skill_debuf5,Bone99,0,11,,,StateMove 1;StateDodge 1;StateUseSkill 1;StateNAttack 1;,2,0,,1,3000,,,
1530,13,眩晕,2,0,眩晕,pic_skill_dbf_06,,skill_debuf5,Bone99,0,11,,,StateMove 1;StateDodge 1;StateUseSkill 1;StateNAttack 1;,2,0,,1,4000,,,
1531,13,眩晕,3,0,眩晕,pic_skill_dbf_06,,skill_debuf5,Bone99,0,11,,,StateMove 1;StateDodge 1;StateUseSkill 1;StateNAttack 1;,2,0,,1,5000,,,
1532,4,冻结,1,0,冻结,pic_skill_dbf_02,,skill_debuf0,root,0,11,,,StateMove 1;StateDodge 1;StateUseSkill 1;StateNAttack 1;PhyArR+2,2,0,,1,4000,,,
1533,4,冻结,2,0,冻结,pic_skill_dbf_02,,skill_debuf0,root,0,11,,,StateMove 1;StateDodge 1;StateUseSkill 1;StateNAttack 1;PhyArR+2,2,0,,1,5000,,,
1534,4,冻结,3,0,冻结,pic_skill_dbf_02,,skill_debuf0,root,0,11,,,StateMove 1;StateDodge 1;StateUseSkill 1;StateNAttack 1;PhyArR+2,2,0,,1,6000,,,
1535,17,技能封禁,1,0,无法使用技能,pic_skill_mjz_04,,skill_debuf7,root,0,11,,,StateUseSkill 1,2,0,,1,5000,,,
1536,17,技能封禁,2,0,无法使用技能,pic_skill_mjz_04,,skill_debuf7,root,0,11,,,StateUseSkill 1,2,0,,1,6000,,,
1537,17,技能封禁,3,0,无法使用技能,pic_skill_mjz_04,,skill_debuf7,root,0,11,,,StateUseSkill 1,2,0,,1,8000,,,
1538,24,攻击封禁,1,0,无法使用攻击,pic_skill_dbf_10,,skill_debuf19,root,0,11,,,StateNAttack 1,2,0,,1,8000,,,
1539,24,攻击封禁,2,0,无法使用攻击,pic_skill_dbf_10,,skill_debuf19,root,0,11,,,StateNAttack 1,2,0,,1,10000,,,
1540,24,攻击封禁,3,0,无法使用攻击,pic_skill_dbf_10,,skill_debuf19,root,0,11,,,StateNAttack 1,2,0,,1,12000,,,
1541,25,白虎诅咒,1,0,流血50/2秒,pic_skill_dbf_11,,,,0,11,,,,2,0,,3,2000,DeBufPoison+50,,
1542,25,白虎诅咒,2,0,流血100/2秒,pic_skill_dbf_11,,,,0,11,,,,2,0,,3,2000,DeBufPoison+100,,
1543,25,白虎诅咒,3,0,流血150/2秒,pic_skill_dbf_11,,,,0,11,,,,2,0,,3,2000,DeBufPoison+150,,
1544,25,白虎诅咒,4,0,流血200/2秒，眩晕种子1秒,pic_skill_dbf_11,,,,0,11,,,,2,0,,3,2000,DeBufPoison+200,AddEff 1529,
1545,25,白虎诅咒,5,0,流血250/2秒，眩晕种子1秒,pic_skill_dbf_11,,,,0,11,,,,2,0,,3,2000,DeBufPoison+250,AddEff 1529,
1546,25,白虎诅咒,6,0,流血300/2秒，眩晕种子2秒,pic_skill_dbf_11,,,,0,11,,,,2,0,,3,2000,DeBufPoison+300,AddEff 1529,
1547,25,白虎诅咒,7,0,流血300/2秒，眩晕种子3秒,pic_skill_dbf_11,,,,0,11,,,,2,0,,3,2000,DeBufPoison+350,AddEff 1531,
1548,16,青龙诅咒,1,0,迟钝移动和攻击速度-20%,pic_skill_dbf_12,,,,0,11,,,SpeedMoveR-0.20;SpeedAttackR-0.20,2,0,,1,10000,,,
1549,16,青龙诅咒,2,0,迟钝移动和攻击速度-20%,pic_skill_dbf_12,,,,0,11,,,SpeedMoveR-0.20;SpeedAttackR-0.20,2,0,,1,10000,,,
1550,16,青龙诅咒,3,0,迟钝移动和攻击速度-20%,pic_skill_dbf_12,,,,0,11,,,SpeedMoveR-0.20;SpeedAttackR-0.20,2,0,,1,10000,,,
1551,16,青龙诅咒,4,0,迟钝移动和攻击速度-20%，冻结种子2秒,pic_skill_dbf_12,,,,0,11,,,SpeedMoveR-0.20;SpeedAttackR-0.20,2,0,,1,10000,,AddEff 1532,
1552,16,青龙诅咒,5,0,迟钝移动和攻击速度-20%，冻结种子2秒,pic_skill_dbf_12,,,,0,11,,,SpeedMoveR-0.20;SpeedAttackR-0.20,2,0,,1,10000,,AddEff 1532,
1553,16,青龙诅咒,6,0,迟钝移动和攻击速度-20%，冻结种子3秒,pic_skill_dbf_12,,,,0,11,,,SpeedMoveR-0.20;SpeedAttackR-0.20,2,0,,1,10000,,AddEff 1532,
1554,16,青龙诅咒,7,0,迟钝移动和攻击速度-20%，冻结种子4秒,pic_skill_dbf_12,,,,0,11,,,SpeedMoveR-0.20;SpeedAttackR-0.20,2,0,,1,10000,,AddEff 1534,
1555,21,朱雀诅咒,1,0,灼烧50/2秒,pic_skill_dbf_01,,,,0,11,,,,2,0,,3,2000,DeBufFire+50,,
1556,21,朱雀诅咒,2,0,灼烧100/2秒,pic_skill_dbf_01,,,,0,11,,,,2,0,,3,2000,DeBufFire+100,,
1557,21,朱雀诅咒,3,0,灼烧150/2秒,pic_skill_dbf_01,,,,0,11,,,,2,0,,3,2000,DeBufFire+150,,
1558,21,朱雀诅咒,4,0,灼烧200/2秒，衰亡种子伤害2%生命,pic_skill_dbf_01,,,,0,11,,,,2,0,,3,2000,DeBufFire+200,AddEff 1569,
1559,21,朱雀诅咒,5,0,灼烧250/2秒，衰亡种子伤害4%生命,pic_skill_dbf_01,,,,0,11,,,,2,0,,3,2000,DeBufFire+250,AddEff 1570,
1560,21,朱雀诅咒,6,0,灼烧300/2秒，衰亡种子伤害7%生命,pic_skill_dbf_01,,,,0,11,,,,2,0,,3,2000,DeBufFire+300,AddEff 1571,
1561,21,朱雀诅咒,7,0,灼烧350/2秒，衰亡种子伤害10%生命,pic_skill_dbf_01,,,,0,11,,,,2,0,,3,2000,DeBufFire+350,AddEff 1572,
1562,19,玄武诅咒,1,0,中毒50/2秒,pic_skill_fb_10,,,,0,11,,,,2,0,,3,2000,DeBufPoison+50,,
1563,19,玄武诅咒,2,0,中毒100/2秒,pic_skill_fb_10,,,,0,11,,,,2,0,,3,2000,DeBufPoison+100,,
1564,19,玄武诅咒,3,0,中毒150/2秒,pic_skill_fb_10,,,,0,11,,,,2,0,,3,2000,DeBufPoison+150,,
1565,19,玄武诅咒,4,0,中毒200/2秒，昏睡种子4秒,pic_skill_fb_10,,,,0,11,,,,2,0,,3,2000,DeBufPoison+200,AddEff 3176,
1566,19,玄武诅咒,5,0,中毒250/2秒，昏睡种子6秒,pic_skill_fb_10,,,,0,11,,,,2,0,,3,2000,DeBufPoison+250,AddEff 3177,
1567,19,玄武诅咒,6,0,中毒300/2秒，昏睡种子8秒,pic_skill_fb_10,,,,0,11,,,,2,0,,3,2000,DeBufPoison+300,AddEff 3178,
1568,19,玄武诅咒,7,0,中毒350/2秒，昏睡种子10秒,pic_skill_fb_10,,,,0,11,,,,2,0,,3,2000,DeBufPoison+350,AddEff 3178,
1569,100,衰亡,1,0,生命伤害2%,pic_skill_mjz_22,,skill_debuf8,Bone100,0,11,,,,2,0,,1,1000,AddCutMaxHP+0.02,,
1570,100,衰亡,2,0,生命伤害4%,pic_skill_mjz_22,,skill_debuf8,Bone100,0,11,,,,2,0,,1,1000,AddCutMaxHP+0.04,,
1571,100,衰亡,3,0,生命伤害7%,pic_skill_mjz_22,,skill_debuf8,Bone100,0,11,,,,2,0,,1,1000,AddCutMaxHP+0.07,,
1572,100,衰亡,4,0,生命伤害10%,pic_skill_mjz_22,,skill_debuf8,Bone100,0,11,,,,2,0,,1,1000,AddCutMaxHP+0.10,,
2000,901,灵兽御天印,1,0,物理防御+5%,pic_skill_ty_01,,,,1,4,,500,,1,1,,0,1000,AddEff 2080,,1
2001,901,灵兽御天印,2,0,物理防御+10%,pic_skill_ty_01,,,,1,4,,500,,1,1,,0,1000,AddEff 2081,,1
2002,901,灵兽御天印,3,0,物理防御+15%,pic_skill_ty_01,,,,1,4,,500,,1,1,,0,1000,AddEff 2082,,1
2003,901,灵兽御天印,4,0,物理防御+20%,pic_skill_ty_01,,,,1,4,,500,,1,1,,0,1000,AddEff 2083,,1
2004,901,灵兽御天印,5,0,物理防御+25%,pic_skill_ty_01,,,,1,4,,500,,1,1,,0,1000,AddEff 2084,,1
2005,901,灵兽御天印,6,0,物理防御+30%,pic_skill_ty_01,,,,1,4,,500,,1,1,,0,1000,AddEff 2085,,1
2006,901,灵兽御天印,7,0,物理防御+35%,pic_skill_ty_01,,,,1,4,,500,,1,1,,0,1000,AddEff 2086,,1
2007,901,灵兽御天印,8,0,物理防御+40%,pic_skill_ty_01,,,,1,4,,500,,1,1,,0,1000,AddEff 2087,,1
2008,901,灵兽御天印,9,0,物理防御+45%,pic_skill_ty_01,,,,1,4,,500,,1,1,,0,1000,AddEff 2088,,1
2009,901,灵兽御天印,10,0,物理防御+50%,pic_skill_ty_01,,,,1,4,,500,,1,1,,0,1000,AddEff 2089,,1
2010,902,灵兽破军印,1,0,物理攻击+5%,pic_skill_ty_02,,,,1,4,,500,,1,1,,0,1000,AddEff 2090,,1
2011,902,灵兽破军印,2,0,物理攻击+10%,pic_skill_ty_02,,,,1,4,,500,,1,1,,0,1000,AddEff 2091,,1
2012,902,灵兽破军印,3,0,物理攻击+15%,pic_skill_ty_02,,,,1,4,,500,,1,1,,0,1000,AddEff 2092,,1
2013,902,灵兽破军印,4,0,物理攻击+20%,pic_skill_ty_02,,,,1,4,,500,,1,1,,0,1000,AddEff 2093,,1
2014,902,灵兽破军印,5,0,物理攻击+25%,pic_skill_ty_02,,,,1,4,,500,,1,1,,0,1000,AddEff 2094,,1
2015,902,灵兽破军印,6,0,物理攻击+30%,pic_skill_ty_02,,,,1,4,,500,,1,1,,0,1000,AddEff 2095,,1
2016,902,灵兽破军印,7,0,物理攻击+35%,pic_skill_ty_02,,,,1,4,,500,,1,1,,0,1000,AddEff 2096,,1
2017,902,灵兽破军印,8,0,物理攻击+40%,pic_skill_ty_02,,,,1,4,,500,,1,1,,0,1000,AddEff 2097,,1
2018,902,灵兽破军印,9,0,物理攻击+45%,pic_skill_ty_02,,,,1,4,,500,,1,1,,0,1000,AddEff 2098,,1
2019,902,灵兽破军印,10,0,物理攻击+50%,pic_skill_ty_02,,,,1,4,,500,,1,1,,0,1000,AddEff 2099,,1
2020,903,灵兽往生印,1,0,最大生命值+5%,pic_skill_ty_03,,,,1,4,,500,,1,1,,0,1000,AddEff 2100,,1
2021,903,灵兽往生印,2,0,最大生命值+10%,pic_skill_ty_03,,,,1,4,,500,,1,1,,0,1000,AddEff 2101,,1
2022,903,灵兽往生印,3,0,最大生命值+15%,pic_skill_ty_03,,,,1,4,,500,,1,1,,0,1000,AddEff 2102,,1
2023,903,灵兽往生印,4,0,最大生命值+20%,pic_skill_ty_03,,,,1,4,,500,,1,1,,0,1000,AddEff 2103,,1
2024,903,灵兽往生印,5,0,最大生命值+25%,pic_skill_ty_03,,,,1,4,,500,,1,1,,0,1000,AddEff 2104,,1
2025,903,灵兽往生印,6,0,最大生命值+30%,pic_skill_ty_03,,,,1,4,,500,,1,1,,0,1000,AddEff 2105,,1
2026,903,灵兽往生印,7,0,最大生命值+35%,pic_skill_ty_03,,,,1,4,,500,,1,1,,0,1000,AddEff 2106,,1
2027,903,灵兽往生印,8,0,最大生命值+40%,pic_skill_ty_03,,,,1,4,,500,,1,1,,0,1000,AddEff 2107,,1
2028,903,灵兽往生印,9,0,最大生命值+45%,pic_skill_ty_03,,,,1,4,,500,,1,1,,0,1000,AddEff 2108,,1
2029,903,灵兽往生印,10,0,最大生命值+50%,pic_skill_ty_03,,,,1,4,,500,,1,1,,0,1000,AddEff 2109,,1
2040,905,灵兽御法印,1,0,元素防御+5%,pic_skill_ty_05,,,,1,4,,500,,1,1,,0,1000,AddEff 2120,,1
2041,905,灵兽御法印,2,0,元素防御+10%,pic_skill_ty_05,,,,1,4,,500,,1,1,,0,1000,AddEff 2121,,1
2042,905,灵兽御法印,3,0,元素防御+15%,pic_skill_ty_05,,,,1,4,,500,,1,1,,0,1000,AddEff 2122,,1
2043,905,灵兽御法印,4,0,元素防御+20%,pic_skill_ty_05,,,,1,4,,500,,1,1,,0,1000,AddEff 2123,,1
2044,905,灵兽御法印,5,0,元素防御+25%,pic_skill_ty_05,,,,1,4,,500,,1,1,,0,1000,AddEff 2124,,1
2045,905,灵兽御法印,6,0,元素防御+30%,pic_skill_ty_05,,,,1,4,,500,,1,1,,0,1000,AddEff 2125,,1
2046,905,灵兽御法印,7,0,元素防御+35%,pic_skill_ty_05,,,,1,4,,500,,1,1,,0,1000,AddEff 2126,,1
2047,905,灵兽御法印,8,0,元素防御+40%,pic_skill_ty_05,,,,1,4,,500,,1,1,,0,1000,AddEff 2127,,1
2048,905,灵兽御法印,9,0,元素防御+45%,pic_skill_ty_05,,,,1,4,,500,,1,1,,0,1000,AddEff 2128,,1
2049,905,灵兽御法印,10,0,元素防御+50%,pic_skill_ty_05,,,,1,4,,500,,1,1,,0,1000,AddEff 2129,,1
2050,906,灵兽破劫印,1,0,元素攻击+2%,pic_skill_ty_06,,,,1,4,,500,,1,1,,0,1000,AddEff 2130,,1
2051,906,灵兽破劫印,2,0,元素攻击+4%,pic_skill_ty_06,,,,1,4,,500,,1,1,,0,1000,AddEff 2131,,1
2052,906,灵兽破劫印,3,0,元素攻击+6%,pic_skill_ty_06,,,,1,4,,500,,1,1,,0,1000,AddEff 2132,,1
2053,906,灵兽破劫印,4,0,元素攻击+8%,pic_skill_ty_06,,,,1,4,,500,,1,1,,0,1000,AddEff 2133,,1
2054,906,灵兽破劫印,5,0,元素攻击+10%,pic_skill_ty_06,,,,1,4,,500,,1,1,,0,1000,AddEff 2134,,1
2055,906,灵兽破劫印,6,0,元素攻击+12%,pic_skill_ty_06,,,,1,4,,500,,1,1,,0,1000,AddEff 2135,,1
2056,906,灵兽破劫印,7,0,元素攻击+14%,pic_skill_ty_06,,,,1,4,,500,,1,1,,0,1000,AddEff 2136,,1
2057,906,灵兽破劫印,8,0,元素攻击+16%,pic_skill_ty_06,,,,1,4,,500,,1,1,,0,1000,AddEff 2137,,1
2058,906,灵兽破劫印,9,0,元素攻击+18%,pic_skill_ty_06,,,,1,4,,500,,1,1,,0,1000,AddEff 2138,,1
2059,906,灵兽破劫印,10,0,元素攻击+20%,pic_skill_ty_06,,,,1,4,,500,,1,1,,0,1000,AddEff 2139,,1
2060,907,灵兽灵觉印,1,0,最大法力值+3%,pic_skill_ty_07,,,,1,4,,500,,1,1,,0,1000,AddEff 2140,,1
2061,907,灵兽灵觉印,2,0,最大法力值+6%,pic_skill_ty_07,,,,1,4,,500,,1,1,,0,1000,AddEff 2141,,1
2062,907,灵兽灵觉印,3,0,最大法力值+9%,pic_skill_ty_07,,,,1,4,,500,,1,1,,0,1000,AddEff 2142,,1
2063,907,灵兽灵觉印,4,0,最大法力值+12%,pic_skill_ty_07,,,,1,4,,500,,1,1,,0,1000,AddEff 2143,,1
2064,907,灵兽灵觉印,5,0,最大法力值+15%,pic_skill_ty_07,,,,1,4,,500,,1,1,,0,1000,AddEff 2144,,1
2065,907,灵兽灵觉印,6,0,最大法力值+18%,pic_skill_ty_07,,,,1,4,,500,,1,1,,0,1000,AddEff 2145,,1
2066,907,灵兽灵觉印,7,0,最大法力值+21%,pic_skill_ty_07,,,,1,4,,500,,1,1,,0,1000,AddEff 2146,,1
2067,907,灵兽灵觉印,8,0,最大法力值+24%,pic_skill_ty_07,,,,1,4,,500,,1,1,,0,1000,AddEff 2147,,1
2068,907,灵兽灵觉印,9,0,最大法力值+27%,pic_skill_ty_07,,,,1,4,,500,,1,1,,0,1000,AddEff 2148,,1
2069,907,灵兽灵觉印,10,0,最大法力值+30%,pic_skill_ty_07,,,,1,4,,500,,1,1,,0,1000,AddEff 2149,,1
2080,909,灵兽御天印,1,0,物理防御+5%,pic_skill_ty_01,,skill_ty_01,root,0,,,,PhyArR+0.05,1,1,,0,2000,,,1
2081,909,灵兽御天印,2,0,物理防御+10%,pic_skill_ty_01,,skill_ty_01,root,0,,,,PhyArR+0.1,1,1,,0,2000,,,1
2082,909,灵兽御天印,3,0,物理防御+15%,pic_skill_ty_01,,skill_ty_01,root,0,,,,PhyArR+0.15,1,1,,0,2000,,,1
2083,909,灵兽御天印,4,0,物理防御+20%,pic_skill_ty_01,,skill_ty_01,root,0,,,,PhyArR+0.2,1,1,,0,2000,,,1
2084,909,灵兽御天印,5,0,物理防御+25%,pic_skill_ty_01,,skill_ty_01,root,0,,,,PhyArR+0.25,1,1,,0,2000,,,1
2085,909,灵兽御天印,6,0,物理防御+30%,pic_skill_ty_01,,skill_ty_01,root,0,,,,PhyArR+0.3,1,1,,0,2000,,,1
2086,909,灵兽御天印,7,0,物理防御+35%,pic_skill_ty_01,,skill_ty_01,root,0,,,,PhyArR+0.35,1,1,,0,2000,,,1
2087,909,灵兽御天印,8,0,物理防御+40%,pic_skill_ty_01,,skill_ty_01,root,0,,,,PhyArR+0.4,1,1,,0,2000,,,1
2088,909,灵兽御天印,9,0,物理防御+45%,pic_skill_ty_01,,skill_ty_01,root,0,,,,PhyArR+0.45,1,1,,0,2000,,,1
2089,909,灵兽御天印,10,0,物理防御+50%,pic_skill_ty_01,,skill_ty_01,root,0,,,,PhyArR+0.5,1,1,,0,2000,,,1
2090,910,灵兽破军印,1,0,物理攻击+2%,pic_skill_ty_02,,skill_ty_02,root,0,,,,DamageMaxR+0.02;DamageMinR+0.02,1,1,,0,2000,,,1
2091,910,灵兽破军印,2,0,物理攻击+4%,pic_skill_ty_02,,skill_ty_02,root,0,,,,DamageMaxR+0.04;DamageMinR+0.04,1,1,,0,2000,,,1
2092,910,灵兽破军印,3,0,物理攻击+6%,pic_skill_ty_02,,skill_ty_02,root,0,,,,DamageMaxR+0.06;DamageMinR+0.06,1,1,,0,2000,,,1
2093,910,灵兽破军印,4,0,物理攻击+8%,pic_skill_ty_02,,skill_ty_02,root,0,,,,DamageMaxR+0.08;DamageMinR+0.08,1,1,,0,2000,,,1
2094,910,灵兽破军印,5,0,物理攻击+10%,pic_skill_ty_02,,skill_ty_02,root,0,,,,DamageMaxR+0.10;DamageMinR+0.10,1,1,,0,2000,,,1
2095,910,灵兽破军印,6,0,物理攻击+12%,pic_skill_ty_02,,skill_ty_02,root,0,,,,DamageMaxR+0.12;DamageMinR+0.12,1,1,,0,2000,,,1
2096,910,灵兽破军印,7,0,物理攻击+14%,pic_skill_ty_02,,skill_ty_02,root,0,,,,DamageMaxR+0.14;DamageMinR+0.14,1,1,,0,2000,,,1
2097,910,灵兽破军印,8,0,物理攻击+16%,pic_skill_ty_02,,skill_ty_02,root,0,,,,DamageMaxR+0.16;DamageMinR+0.16,1,1,,0,2000,,,1
2098,910,灵兽破军印,9,0,物理攻击+18%,pic_skill_ty_02,,skill_ty_02,root,0,,,,DamageMaxR+0.18;DamageMinR+0.18,1,1,,0,2000,,,1
2099,910,灵兽破军印,10,0,物理攻击+20%,pic_skill_ty_02,,skill_ty_02,root,0,,,,DamageMaxR+0.20;DamageMinR+0.20,1,1,,0,2000,,,1
2100,911,灵兽往生印,1,0,最大生命值+3%,pic_skill_ty_03,,skill_ty_03,root,0,,,,MaxHPR+0.03,1,1,,0,2000,,,1
2101,911,灵兽往生印,2,0,最大生命值+6%,pic_skill_ty_03,,skill_ty_03,root,0,,,,MaxHPR+0.06,1,1,,0,2000,,,1
2102,911,灵兽往生印,3,0,最大生命值+9%,pic_skill_ty_03,,skill_ty_03,root,0,,,,MaxHPR+0.09,1,1,,0,2000,,,1
2103,911,灵兽往生印,4,0,最大生命值+12%,pic_skill_ty_03,,skill_ty_03,root,0,,,,MaxHPR+0.12,1,1,,0,2000,,,1
2104,911,灵兽往生印,5,0,最大生命值+15%,pic_skill_ty_03,,skill_ty_03,root,0,,,,MaxHPR+0.15,1,1,,0,2000,,,1
2105,911,灵兽往生印,6,0,最大生命值+18%,pic_skill_ty_03,,skill_ty_03,root,0,,,,MaxHPR+0.18,1,1,,0,2000,,,1
2106,911,灵兽往生印,7,0,最大生命值+21%,pic_skill_ty_03,,skill_ty_03,root,0,,,,MaxHPR+0.21,1,1,,0,2000,,,1
2107,911,灵兽往生印,8,0,最大生命值+24%,pic_skill_ty_03,,skill_ty_03,root,0,,,,MaxHPR+0.24,1,1,,0,2000,,,1
