ID,合成类型,成品,名字,等级,技能等级,材料,材料数量,幸运石,说明,白色几率,绿色几率,蓝色几率,金色几率,失败几率,失败产品,强化概率,需求银币
1129,1,4751,仙品摄魂杖  需要铸兵术：9级,40,9,7009;7039;7509,9;9;9,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.26,0.12,0.04,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1130,1,4791,仙品降魔杖  需要铸兵术：10级,45,10,7010;7040;7510,10;10;10,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.23,0.12,0.02,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1141,1,4436,仙品定元珠  需要铸兵术：1级,1,1,7001;7031;7501,1;1;1,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.5,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,70
1142,1,4476,仙品安神珠  需要铸兵术：2级,5,2,7002;7032;7502,2;2;2,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.47,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,140
1143,1,4516,仙品通灵珠  需要铸兵术：3级,10,3,7003;7033;7503,3;3;3,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.44,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,420
1144,1,4556,仙品化妖珠  需要铸兵术：4级,15,4,7004;7034;7504,4;4;4,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.41,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1145,1,4596,仙品幻天珠  需要铸兵术：5级,20,5,7005;7035;7505,5;5;5,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.38,0.12,0.08,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1146,1,4636,仙品青云珠  需要铸兵术：6级,25,6,7006;7036;7506,6;6;6,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.35,0.12,0.07,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1147,1,4676,仙品九龙珠  需要铸兵术：7级,30,7,7007;7037;7507,7;7;7,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.32,0.12,0.06,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1148,1,4716,仙品玉炁珠  需要铸兵术：8级,35,8,7008;7038;7508,8;8;8,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.29,0.12,0.05,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1149,1,4756,仙品镇海珠  需要铸兵术：9级,40,9,7009;7039;7509,9;9;9,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.26,0.12,0.04,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1150,1,4796,仙品乾坤珠  需要铸兵术：10级,45,10,7010;7040;7510,10;10;10,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.23,0.12,0.02,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
,,,,,,,,,,,,,,,,,
3001,4,4402,冰星修行长袍  需要铸甲术：1级,1,1,7201;7231;7601,3;3;3,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.5,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,50
3002,4,4442,冰星粗布道袍  需要铸甲术：2级,5,2,7202;7232;7602,6;6;6,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.47,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,100
3003,4,4482,冰星锦缎长袍  需要铸甲术：3级,10,3,7203;7233;7603,9;9;9,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.44,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,310
3004,4,4522,冰星青雾袍  需要铸甲术：4级,15,4,7204;7234;7604,12;12;12,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.41,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
3005,4,4562,冰星五行袍  需要铸甲术：5级,20,5,7205;7235;7605,15;15;15,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.38,0.12,0.08,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
3006,4,4602,冰星至尊袍  需要铸甲术：6级,25,6,7206;7236;7606,18;18;18,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.35,0.12,0.07,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
3007,4,4642,冰星穿云衣  需要铸甲术：7级,30,7,7207;7237;7607,21;21;21,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.32,0.12,0.06,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
3008,4,4682,冰星妙意圣心袍  需要铸甲术：8级,35,8,7208;7238;7608,24;24;24,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.29,0.12,0.05,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
3009,4,4722,冰星炁源苍生衣  需要铸甲术：9级,40,9,7209;7239;7609,27;27;27,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.26,0.12,0.04,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
3010,4,4762,冰星天吾合一袍  需要铸甲术：10级,45,10,7210;7240;7610,30;30;30,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.23,0.12,0.02,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
3021,4,4403,冰星修行护手  需要铸甲术：1级,1,1,7201;7231;7601,3;3;3,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.5,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,30
3022,4,4443,冰星粗布绑手  需要铸甲术：2级,5,2,7202;7232;7602,6;6;6,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.47,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,70
3023,4,4483,冰星锦缎护手  需要铸甲术：3级,10,3,7203;7233;7603,9;9;9,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.44,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,210
3024,4,4523,冰星青雾护手  需要铸甲术：4级,15,4,7204;7234;7604,12;12;12,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.41,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
3025,4,4563,冰星五行护手  需要铸甲术：5级,20,5,7205;7235;7605,15;15;15,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.38,0.12,0.08,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
3026,4,4603,冰星至尊护腕  需要铸甲术：6级,25,6,7206;7236;7606,18;18;18,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.35,0.12,0.07,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
3027,4,4643,冰星穿云护手  需要铸甲术：7级,30,7,7207;7237;7607,21;21;21,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.32,0.12,0.06,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
3028,4,4683,冰星妙意圣心护腕  需要铸甲术：8级,35,8,7208;7238;7608,24;24;24,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.29,0.12,0.05,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
3029,4,4723,冰星炁源苍生护腕  需要铸甲术：9级,40,9,7209;7239;7609,27;27;27,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.26,0.12,0.04,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
3030,4,4763,冰星天吾合一护手  需要铸甲术：10级,45,10,7210;7240;7610,30;30;30,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.23,0.12,0.02,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
3041,4,4404,冰星修行腰带  需要铸甲术：1级,1,1,7201;7231;7601,3;3;3,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.5,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,20
3042,4,4444,冰星粗布腰带  需要铸甲术：2级,5,2,7202;7232;7602,6;6;6,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.47,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,40
3043,4,4484,冰星锦缎腰带  需要铸甲术：3级,10,3,7203;7233;7603,9;9;9,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.44,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,120
3044,4,4524,冰星青雾玉带  需要铸甲术：4级,15,4,7204;7234;7604,12;12;12,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.41,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
3045,4,4564,冰星五行腰带  需要铸甲术：5级,20,5,7205;7235;7605,15;15;15,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.38,0.12,0.08,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
3046,4,4604,冰星至尊腰带  需要铸甲术：6级,25,6,7206;7236;7606,18;18;18,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.35,0.12,0.07,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
3047,4,4644,冰星穿云腰带  需要铸甲术：7级,30,7,7207;7237;7607,21;21;21,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.32,0.12,0.06,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
3048,4,4684,冰星妙意圣心腰带  需要铸甲术：8级,35,8,7208;7238;7608,24;24;24,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.29,0.12,0.05,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
3049,4,4724,冰星炁源苍生腰带  需要铸甲术：9级,40,9,7209;7239;7609,27;27;27,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.26,0.12,0.04,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
3050,4,4764,冰星天吾合一腰带  需要铸甲术：10级,45,10,7210;7240;7610,30;30;30,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.23,0.12,0.02,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
3061,4,4405,冰星修行绑腿  需要铸甲术：1级,1,1,7201;7231;7601,3;3;3,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.5,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,30
3062,4,4445,冰星粗布绑腿  需要铸甲术：2级,5,2,7202;7232;7602,6;6;6,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.47,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,60
3063,4,4485,冰星绵缎鞋  需要铸甲术：3级,10,3,7203;7233;7603,9;9;9,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.44,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,180
3064,4,4525,冰星青雾履  需要铸甲术：4级,15,4,7204;7234;7604,12;12;12,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.41,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
3065,4,4565,冰星五行鞋  需要铸甲术：5级,20,5,7205;7235;7605,15;15;15,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.38,0.12,0.08,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
3066,4,4605,冰星至尊必履  需要铸甲术：6级,25,6,7206;7236;7606,18;18;18,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.35,0.12,0.07,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
3067,4,4645,冰星穿云护腿  需要铸甲术：7级,30,7,7207;7237;7607,21;21;21,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.32,0.12,0.06,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
3068,4,4685,冰星妙意圣心履  需要铸甲术：8级,35,8,7208;7238;7608,24;24;24,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.29,0.12,0.05,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
3069,4,4725,冰星炁源苍生履  需要铸甲术：9级,40,9,7209;7239;7609,27;27;27,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.26,0.12,0.04,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
3070,4,4765,冰星天吾合一靴  需要铸甲术：10级,45,10,7210;7240;7610,30;30;30,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.23,0.12,0.02,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
3201,4,4412,绿影轻便紧身衣  需要铸甲术：1级,1,1,7201;7231;7601,3;3;3,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.5,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,50
3202,4,4452,绿影如雪袍  需要铸甲术：2级,5,2,7202;7232;7602,6;6;6,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.47,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,100
3203,4,4492,绿影七彩衣  需要铸甲术：3级,10,3,7203;7233;7603,9;9;9,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.44,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,310
3204,4,4532,绿影紫霓云裳  需要铸甲术：4级,15,4,7204;7234;7604,12;12;12,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.41,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
3205,4,4572,绿影柔水天衣  需要铸甲术：5级,20,5,7205;7235;7605,15;15;15,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.38,0.12,0.08,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
3206,4,4612,绿影苍泉衣  需要铸甲术：6级,25,6,7206;7236;7606,18;18;18,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.35,0.12,0.07,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
3207,4,4652,绿影虹之缘衣  需要铸甲术：7级,30,7,7207;7237;7607,21;21;21,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.32,0.12,0.06,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
3208,4,4692,绿影揽月短衣  需要铸甲术：8级,35,8,7208;7238;7608,24;24;24,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.29,0.12,0.05,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
3209,4,4732,绿影哀之红尘短袍  需要铸甲术：9级,40,9,7209;7239;7609,27;27;27,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.26,0.12,0.04,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
3210,4,4772,绿影虚雾短袍  需要铸甲术：10级,45,10,7210;7240;7610,30;30;30,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.23,0.12,0.02,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
3221,4,4413,绿影轻便护手  需要铸甲术：1级,1,1,7201;7231;7601,3;3;3,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.5,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,30
3222,4,4453,绿影如雪护手  需要铸甲术：2级,5,2,7202;7232;7602,6;6;6,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.47,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,70
3223,4,4493,绿影七彩护手  需要铸甲术：3级,10,3,7203;7233;7603,9;9;9,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.44,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,210
3224,4,4533,绿影紫霓护手  需要铸甲术：4级,15,4,7204;7234;7604,12;12;12,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.41,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
3225,4,4573,绿影柔水护手  需要铸甲术：5级,20,5,7205;7235;7605,15;15;15,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.38,0.12,0.08,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
3226,4,4613,绿影苍泉护手  需要铸甲术：6级,25,6,7206;7236;7606,18;18;18,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.35,0.12,0.07,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
3227,4,4653,绿影虹之缘护手  需要铸甲术：7级,30,7,7207;7237;7607,21;21;21,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.32,0.12,0.06,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
3228,4,4693,绿影揽月护腕  需要铸甲术：8级,35,8,7208;7238;7608,24;24;24,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.29,0.12,0.05,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
3229,4,4733,绿影哀之红尘护手  需要铸甲术：9级,40,9,7209;7239;7609,27;27;27,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.26,0.12,0.04,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
3230,4,4773,绿影虚雾护手  需要铸甲术：10级,45,10,7210;7240;7610,30;30;30,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.23,0.12,0.02,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
3241,4,4414,绿影轻便腰带  需要铸甲术：1级,1,1,7201;7231;7601,3;3;3,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.5,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,20
3242,4,4454,绿影如雪丝带  需要铸甲术：2级,5,2,7202;7232;7602,6;6;6,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.47,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,40
3243,4,4494,绿影七彩腰带  需要铸甲术：3级,10,3,7203;7233;7603,9;9;9,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.44,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,120
3244,4,4534,绿影紫霓玉带  需要铸甲术：4级,15,4,7204;7234;7604,12;12;12,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.41,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
3245,4,4574,绿影柔水腰带  需要铸甲术：5级,20,5,7205;7235;7605,15;15;15,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.38,0.12,0.08,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
3246,4,4614,绿影苍泉腰带  需要铸甲术：6级,25,6,7206;7236;7606,18;18;18,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.35,0.12,0.07,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
3247,4,4654,绿影虹之缘腰带  需要铸甲术：7级,30,7,7207;7237;7607,21;21;21,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.32,0.12,0.06,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
3248,4,4694,绿影揽月腰带  需要铸甲术：8级,35,8,7208;7238;7608,24;24;24,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.29,0.12,0.05,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
3249,4,4734,绿影哀之红尘腰带  需要铸甲术：9级,40,9,7209;7239;7609,27;27;27,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.26,0.12,0.04,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
3250,4,4774,绿影虚雾腰带  需要铸甲术：10级,45,10,7210;7240;7610,30;30;30,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.23,0.12,0.02,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
3261,4,4415,绿影轻便绑腿  需要铸甲术：1级,1,1,7201;7231;7601,3;3;3,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.5,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,30
3262,4,4455,绿影如雪绑腿  需要铸甲术：2级,5,2,7202;7232;7602,6;6;6,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.47,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,60
3263,4,4495,绿影七彩足衣  需要铸甲术：3级,10,3,7203;7233;7603,9;9;9,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.44,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,180
3264,4,4535,绿影紫霓鞋  需要铸甲术：4级,15,4,7204;7234;7604,12;12;12,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.41,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
3265,4,4575,绿影柔水履  需要铸甲术：5级,20,5,7205;7235;7605,15;15;15,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.38,0.12,0.08,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
3266,4,4615,绿影苍泉足衣  需要铸甲术：6级,25,6,7206;7236;7606,18;18;18,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.35,0.12,0.07,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
3267,4,4655,绿影虹之缘足衣  需要铸甲术：7级,30,7,7207;7237;7607,21;21;21,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.32,0.12,0.06,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
3268,4,4695,绿影揽月护腿  需要铸甲术：8级,35,8,7208;7238;7608,24;24;24,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.29,0.12,0.05,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
3269,4,4735,绿影哀之红尘足衣  需要铸甲术：9级,40,9,7209;7239;7609,27;27;27,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.26,0.12,0.04,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
3270,4,4775,绿影虚雾履  需要铸甲术：10级,45,10,7210;7240;7610,30;30;30,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.23,0.12,0.02,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
3401,4,4422,破魔青甲  需要铸甲术：1级,1,1,7201;7231;7601,3;3;3,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.5,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,50
3402,4,4462,破魔暗霜  需要铸甲术：2级,5,2,7202;7232;7602,6;6;6,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.47,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,100
3403,4,4502,破魔裂矢  需要铸甲术：3级,10,3,7203;7233;7603,9;9;9,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.44,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,310
3404,4,4542,破魔磐岩  需要铸甲术：4级,15,4,7204;7234;7604,12;12;12,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.41,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
3405,4,4582,破魔御虎  需要铸甲术：5级,20,5,7205;7235;7605,15;15;15,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.38,0.12,0.08,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
3406,4,4622,破魔踏虚  需要铸甲术：6级,25,6,7206;7236;7606,18;18;18,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.35,0.12,0.07,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
3407,4,4662,破魔雪魄凛  需要铸甲术：7级,30,7,7207;7237;7607,21;21;21,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.32,0.12,0.06,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
3408,4,4702,破魔罡龙披靡  需要铸甲术：8级,35,8,7208;7238;7608,24;24;24,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.29,0.12,0.05,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
3409,4,4742,破魔赤神玄  需要铸甲术：9级,40,9,7209;7239;7609,27;27;27,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.26,0.12,0.04,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
3410,4,4782,破魔护法神武  需要铸甲术：10级,45,10,7210;7240;7610,30;30;30,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.23,0.12,0.02,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
3421,4,4423,破魔青甲护手  需要铸甲术：1级,1,1,7201;7231;7601,3;3;3,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.5,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,30
3422,4,4463,破魔暗霜护腕  需要铸甲术：2级,5,2,7202;7232;7602,6;6;6,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.47,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,70
3423,4,4503,破魔裂矢手套  需要铸甲术：3级,10,3,7203;7233;7603,9;9;9,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.44,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,210
